15.688,0.91195,21.539,20.308,29.162,49.976,29.134,80.008,12.334,119.77
15.68,0.90617,21.424,20.229,29.096,49.493,29.077,79.057,12.131,118.68
15.674,0.89471,21.309,20.143,29.027,49.006,29.023,78.114,11.933,117.61
15.666,0.89049,21.198,20.062,28.958,48.522,28.963,77.183,11.74,116.56
15.653,0.88536,21.089,19.985,28.892,48.047,28.905,76.266,11.551,115.52
15.64,0.88076,20.98,19.917,28.822,47.589,28.845,75.369,11.367,114.51
15.626,0.88767,20.878,19.862,28.752,47.143,28.78,74.489,11.186,113.53
15.618,0.88401,20.782,19.797,28.686,46.702,28.718,73.631,11.008,112.57
15.608,0.8873,20.69,19.735,28.624,46.267,28.656,72.794,10.835,111.64
15.597,0.89581,20.607,19.676,28.568,45.835,28.592,71.975,10.664,110.73
15.584,0.9042,20.518,19.626,28.507,45.42,28.529,71.18,10.497,109.87
15.572,0.90961,20.44,19.569,28.451,45.017,28.463,70.418,10.332,109.03
15.556,0.92341,20.357,19.536,28.395,44.631,28.402,69.672,10.171,108.23
15.543,0.93287,20.28,19.502,28.334,44.263,28.331,68.962,10.013,107.47
15.53,0.94279,20.215,19.454,28.292,43.89,28.271,68.281,9.8571,106.75
15.517,0.9624,20.146,19.428,28.241,43.544,28.205,67.631,9.7046,106.07
15.508,0.97098,20.088,19.393,28.202,43.212,28.145,67.019,9.5552,105.43
15.499,0.98076,20.039,19.355,28.161,42.891,28.076,66.445,9.4089,104.84
15.494,0.99847,19.994,19.331,28.123,42.597,28.01,65.911,9.2659,104.29
15.493,1.0152,19.946,19.319,28.078,42.334,27.942,65.421,9.1264,103.8
15.495,1.0226,19.904,19.297,28.024,42.096,27.863,64.985,8.9905,103.35
15.491,1.0358,19.862,19.268,27.965,41.871,27.778,64.6,8.8586,102.96
15.488,1.0439,19.816,19.237,27.9,41.669,27.693,64.264,8.7308,102.62
15.483,1.0447,19.764,19.213,27.824,41.5,27.606,63.979,8.6075,102.34
15.472,1.0591,19.706,19.196,27.738,41.354,27.513,63.745,8.489,102.12
15.467,1.0574,19.653,19.163,27.653,41.219,27.421,63.559,8.3755,101.95
15.463,1.0685,19.603,19.134,27.563,41.102,27.324,63.426,8.2675,101.85
15.461,1.0754,19.54,19.113,27.448,41.024,27.221,63.352,8.1654,101.81
15.457,1.0793,19.475,19.078,27.326,40.956,27.113,63.333,8.0695,101.83
15.449,1.0804,19.409,19.032,27.2,40.895,27.006,63.363,7.9802,101.92
15.441,1.0803,19.33,18.991,27.045,40.87,26.885,63.456,7.8979,102.07
15.432,1.0812,19.247,18.949,26.884,40.869,26.764,63.61,7.823,102.3
15.423,1.0805,19.166,18.905,26.711,40.89,26.635,63.82,7.7561,102.59
15.412,1.0819,19.07,18.87,26.514,40.957,26.498,64.104,7.6974,102.95
15.401,1.0859,18.981,18.83,26.323,41.031,26.367,64.435,7.6473,103.38
15.389,1.0896,18.88,18.788,26.111,41.136,26.228,64.835,7.6064,103.88
15.375,1.0991,18.782,18.742,25.89,41.26,26.083,65.297,7.575,104.46
15.365,1.1085,18.674,18.705,25.651,41.408,25.935,65.809,7.5535,105.1
15.355,1.1177,18.574,18.664,25.409,41.581,25.784,66.385,7.5423,105.82
15.34,1.1301,18.457,18.621,25.144,41.765,25.627,67.013,7.5417,106.61
15.325,1.1438,18.345,18.582,24.874,41.968,25.467,67.691,7.5521,107.47
15.305,1.1685,18.231,18.546,24.597,42.189,25.306,68.425,7.5737,108.39
15.281,1.1945,18.118,18.525,24.317,42.444,25.143,69.212,7.6069,109.39
15.263,1.2156,18.015,18.495,24.043,42.702,24.985,70.046,7.6518,110.46
15.246,1.2367,17.921,18.488,23.778,42.996,24.833,70.926,7.7087,111.6
15.232,1.2523,17.836,18.454,23.52,43.276,24.689,71.849,7.7777,112.8
15.224,1.2585,17.769,18.45,23.272,43.61,24.545,72.824,7.859,114.07
15.216,1.2672,17.701,18.442,23.015,43.955,24.399,73.85,7.9527,115.4
15.207,1.281,17.646,18.425,22.766,44.305,24.253,74.921,8.0587,116.8
15.206,1.2769,17.611,18.416,22.526,44.692,24.107,76.044,8.177,118.26
15.202,1.2816,17.588,18.427,22.293,45.112,23.96,77.215,8.3076,119.78
15.198,1.2855,17.575,18.442,22.066,45.558,23.815,78.435,8.4504,121.35
15.202,1.2811,17.581,18.46,21.844,46.029,23.667,79.702,8.6051,122.99
15.204,1.2827,17.602,18.495,21.638,46.535,23.523,81.017,8.7717,124.67
15.21,1.2803,17.642,18.541,21.447,47.08,23.385,82.382,8.9497,126.41
15.219,1.2864,17.705,18.602,21.276,47.656,23.25,83.792,9.1389,128.19
15.234,1.2775,17.793,18.66,21.126,48.26,23.12,85.248,9.3388,130.02
15.25,1.2635,17.898,18.74,20.996,48.913,22.997,86.751,9.5491,131.89
15.266,1.2545,18.028,18.821,20.885,49.589,22.874,88.298,9.7691,133.81
15.286,1.2437,18.18,18.943,20.785,50.335,22.748,89.892,9.9984,135.76
15.306,1.235,18.35,19.064,20.702,51.101,22.623,91.525,10.236,137.74
15.323,1.2343,18.54,19.215,20.639,51.918,22.501,93.198,10.482,139.75
15.335,1.2467,18.75,19.394,20.588,52.78,22.373,94.906,10.735,141.8
15.339,1.275,18.982,19.611,20.562,53.692,22.247,96.647,10.994,143.86
15.337,1.3105,19.228,19.857,20.552,54.647,22.122,98.416,11.259,145.94
15.312,1.3933,19.489,20.16,20.557,55.657,21.989,100.21,11.529,148.04
15.277,1.5128,19.763,20.536,20.576,56.741,21.852,102.03,11.801,150.14
15.226,1.6987,20.048,20.975,20.612,57.879,21.716,103.88,12.077,152.26
15.161,1.9456,20.348,21.499,20.665,59.102,21.574,105.76,12.353,154.37
15.061,2.2699,20.654,22.13,20.735,60.432,21.427,107.68,12.63,156.49
14.95,2.6986,20.98,22.879,20.839,61.858,21.287,109.62,12.906,158.59
14.779,3.2453,21.291,23.762,20.976,63.398,21.165,111.6,13.18,160.68
14.544,3.9327,21.589,24.783,21.146,65.042,21.054,113.61,13.45,162.76
14.297,4.7526,21.906,25.947,21.359,66.792,20.96,115.63,13.716,164.81
14.059,5.6647,22.236,27.216,21.604,68.614,20.886,117.65,13.976,166.84
13.731,6.7495,22.506,28.603,21.849,70.48,20.823,119.67,14.23,168.84
13.27,7.928,22.693,30.067,22.093,72.377,20.773,121.68,14.475,170.81
12.588,9.2496,22.748,31.611,22.332,74.277,20.734,123.66,14.712,172.73
11.682,10.618,22.665,33.188,22.564,76.168,20.71,125.59,14.94,174.61
10.664,12.016,22.504,34.777,22.803,78.027,20.709,127.48,15.157,176.44
9.7118,13.501,22.334,36.385,23.024,79.827,20.727,129.31,15.362,178.23
9.1767,15.087,22.314,38.027,23.2,81.577,20.752,131.07,15.556,179.96
8.9412,16.644,22.354,39.628,23.301,83.263,20.787,132.77,15.738,181.63
8.5531,18.104,22.208,41.153,23.297,84.871,20.819,134.39,15.907,183.24
8.1953,19.579,21.995,42.645,23.229,86.388,20.863,135.92,16.063,184.78
7.9935,20.994,21.812,44.058,23.131,87.805,20.919,137.38,16.206,186.26
7.8631,22.315,21.653,45.387,23.042,89.134,20.988,138.74,16.335,187.68
7.75,23.545,21.501,46.631,22.966,90.382,21.066,140.03,16.451,189.02
7.6356,24.71,21.362,47.805,22.908,91.552,21.14,141.25,16.554,190.29
7.5292,25.832,21.25,48.922,22.87,92.651,21.207,142.39,16.644,191.49
7.4313,26.859,21.152,49.963,22.84,93.683,21.263,143.45,16.721,192.61
7.3565,27.821,21.063,50.941,22.796,94.65,21.304,144.45,16.785,193.66
7.2915,28.705,20.972,51.838,22.738,95.534,21.33,145.36,16.838,194.63
7.2306,29.529,20.88,52.664,22.662,96.339,21.337,146.2,16.879,195.52
7.1855,30.284,20.799,53.412,22.574,97.061,21.322,146.96,16.909,196.34
7.1528,30.962,20.729,54.081,22.474,97.7,21.286,147.64,16.929,197.08
7.1446,31.562,20.679,54.675,22.37,98.275,21.234,148.25,16.939,197.74
7.1748,32.102,20.648,55.207,22.259,98.777,21.17,148.78,16.941,198.32
7.2265,32.573,20.626,55.667,22.137,99.218,21.093,149.25,16.936,198.83
7.3045,32.974,20.618,56.054,22.019,99.595,21.015,149.65,16.923,199.25
7.3905,33.318,20.612,56.379,21.891,99.909,20.927,149.99,16.905,199.6
7.4847,33.6,20.614,56.643,21.774,100.17,20.843,150.26,16.881,199.87
7.5996,33.806,20.627,56.84,21.664,100.37,20.764,150.46,16.853,200.06
7.7128,33.947,20.642,56.978,21.562,100.52,20.687,150.6,16.822,200.17
7.8082,34.039,20.652,57.064,21.468,100.61,20.614,150.67,16.788,200.2
7.9009,34.034,20.661,57.069,21.384,100.63,20.549,150.66,16.752,200.16
7.9773,33.955,20.664,57.005,21.305,100.59,20.486,150.58,16.714,200.03
8.0441,33.811,20.669,56.872,21.235,100.48,20.426,150.42,16.676,199.83
8.0878,33.597,20.666,56.665,21.173,100.28,20.37,150.19,16.636,199.55
8.1385,33.311,20.676,56.384,21.128,100.01,20.32,149.88,16.597,199.19
8.1827,32.958,20.688,56.031,21.086,99.665,20.268,149.49,16.558,198.76
8.2256,32.545,20.708,55.611,21.059,99.245,20.223,149.03,16.518,198.25
8.2857,32.049,20.741,55.116,21.04,98.751,20.181,148.5,16.479,197.67
8.3509,31.482,20.782,54.548,21.027,98.185,20.14,147.89,16.44,197.02
8.4263,30.856,20.829,53.918,21.012,97.547,20.096,147.2,16.4,196.29
8.4958,30.182,20.872,53.228,21.003,96.841,20.059,146.45,16.36,195.49
8.5618,29.444,20.912,52.474,20.994,96.07,20.022,145.63,16.32,194.62
8.6249,28.656,20.949,51.661,20.983,95.234,19.986,144.74,16.277,193.68
8.7129,27.769,20.993,50.769,20.972,94.336,19.951,143.79,16.233,192.68
8.8083,26.815,21.033,49.809,20.957,93.366,19.922,142.77,16.186,191.61
8.9103,25.824,21.073,48.797,20.938,92.334,19.888,141.69,16.136,190.48
9.0098,24.773,21.104,47.725,20.911,91.238,19.852,140.55,16.081,189.29
9.1221,23.658,21.137,46.587,20.885,90.078,19.82,139.34,16.021,188.05
9.2579,22.457,21.169,45.38,20.85,88.86,19.788,138.08,15.957,186.75
9.3875,21.215,21.19,44.123,20.808,87.581,19.755,136.76,15.887,185.4
9.5229,19.9,21.202,42.796,20.757,86.235,19.722,135.39,15.811,184
9.6501,18.51,21.208,41.399,20.707,84.824,19.689,133.96,15.73,182.56
9.7443,17.082,21.187,39.953,20.65,83.349,19.657,132.47,15.643,181.08
9.8308,15.576,21.15,38.438,20.586,81.809,19.627,130.94,15.55,179.56
9.9233,14.021,21.111,36.86,20.523,80.196,19.599,129.35,15.452,178.01
10.02,12.419,21.054,35.237,20.442,78.528,19.573,127.72,15.35,176.43
10.126,10.763,20.991,33.55,20.352,76.783,19.545,126.03,15.242,174.83
10.378,9.0809,20.972,31.815,20.237,74.967,19.52,124.3,15.131,173.21
11.38,7.4713,21.292,30.098,20.095,73.099,19.501,122.53,15.016,171.58
13.088,6.1055,21.926,28.475,19.927,71.178,19.494,120.73,14.898,169.94
14.543,5.1517,22.374,27.056,19.708,69.233,19.494,118.9,14.777,168.3
15.048,4.4537,22.319,25.746,19.475,67.263,19.508,117.08,14.655,166.66
14.827,3.7059,21.878,24.453,19.247,65.35,19.549,115.27,14.532,165.04
14.628,2.8469,21.44,23.166,19.03,63.551,19.609,113.52,14.409,163.42
14.646,2.082,21.103,22.013,18.843,61.922,19.707,111.86,14.287,161.82
14.802,1.5754,20.852,21.109,18.718,60.502,19.851,110.31,14.167,160.25
14.921,1.2809,20.63,20.453,18.664,59.318,20.02,108.86,14.049,158.71
14.926,1.1549,20.375,20.009,18.642,58.356,20.197,107.52,13.935,157.2
14.813,1.1842,20.04,19.768,18.592,57.598,20.372,106.29,13.825,155.73
14.686,1.3669,19.622,19.74,18.454,57.029,20.536,105.12,13.721,154.3
14.547,1.5424,19.18,19.771,18.271,56.549,20.677,104.01,13.624,152.91
14.435,1.6806,18.758,19.777,18.077,56.104,20.803,102.96,13.534,151.58
14.395,1.7673,18.41,19.773,17.92,55.714,20.935,101.97,13.454,150.29
14.414,1.8046,18.169,19.768,17.837,55.37,21.066,101.03,13.382,149.06
14.447,1.7748,18.013,19.72,17.816,55.043,21.188,100.15,13.321,147.88
14.485,1.7237,17.907,19.651,17.828,54.726,21.299,99.319,13.272,146.76
14.538,1.6516,17.854,19.535,17.872,54.396,21.404,98.539,13.234,145.7
14.606,1.5283,17.862,19.374,17.963,54.065,21.508,97.807,13.208,144.7
14.682,1.3868,17.922,19.184,18.08,53.709,21.596,97.1,13.195,143.76
14.77,1.2647,17.998,18.984,18.208,53.326,21.693,96.416,13.195,142.88
14.844,1.1669,18.056,18.791,18.31,52.958,21.781,95.784,13.208,142.07
14.9,1.0957,18.091,18.618,18.403,52.601,21.879,95.187,13.234,141.31
14.937,1.0599,18.094,18.476,18.473,52.271,21.984,94.633,13.273,140.62
14.936,1.0507,18.047,18.395,18.507,52.011,22.091,94.133,13.324,139.98
14.909,1.0542,17.964,18.359,18.523,51.808,22.207,93.682,13.388,139.41
14.885,1.0348,17.881,18.332,18.526,51.648,22.319,93.284,13.464,138.9
14.874,1.0253,17.816,18.316,18.532,51.524,22.429,92.944,13.551,138.45
14.862,1.0184,17.763,18.318,18.537,51.439,22.531,92.656,13.65,138.05
14.847,1.0026,17.715,18.322,18.538,51.375,22.627,92.411,13.76,137.71
14.832,0.99505,17.676,18.327,18.544,51.321,22.724,92.208,13.881,137.43
14.823,0.99004,17.65,18.327,18.558,51.273,22.825,92.043,14.011,137.2
14.808,0.99353,17.634,18.327,18.577,51.234,22.923,91.917,14.151,137.03
14.792,0.99578,17.628,18.33,18.602,51.221,23.021,91.838,14.3,136.9
14.779,1.0027,17.633,18.341,18.641,51.229,23.125,91.8,14.456,136.82
14.771,1.0048,17.652,18.352,18.69,51.256,23.234,91.802,14.621,136.79
14.764,1.0131,17.68,18.373,18.742,51.309,23.341,91.845,14.793,136.81
14.752,1.0251,17.71,18.405,18.807,51.387,23.458,91.926,14.971,136.86
14.742,1.0295,17.748,18.441,18.873,51.489,23.573,92.042,15.154,136.96
14.732,1.0378,17.793,18.486,18.938,51.614,23.683,92.193,15.343,137.09
14.726,1.0434,17.852,18.541,19.019,51.76,23.798,92.373,15.536,137.26
14.724,1.0445,17.915,18.589,19.1,51.91,23.913,92.577,15.733,137.47
14.722,1.0522,17.985,18.652,19.189,52.083,24.032,92.808,15.933,137.7
14.723,1.0607,18.07,18.719,19.295,52.269,24.155,93.063,16.135,137.97
14.733,1.0609,18.157,18.78,19.4,52.463,24.28,93.34,16.34,138.25
14.743,1.0678,18.262,18.861,19.522,52.686,24.404,93.643,16.546,138.57
14.754,1.0706,18.362,18.926,19.643,52.903,24.534,93.963,16.752,138.9
14.761,1.0801,18.474,19.016,19.777,53.15,24.664,94.302,16.959,139.25
14.772,1.0837,18.587,19.091,19.91,53.391,24.792,94.655,17.166,139.63
14.781,1.09,18.709,19.176,20.051,53.645,24.919,95.019,17.373,140.01
14.798,1.0893,18.837,19.258,20.197,53.898,25.048,95.388,17.578,140.41
14.816,1.0926,18.964,19.338,20.342,54.148,25.176,95.765,17.782,140.82
14.836,1.1008,19.099,19.433,20.491,54.412,25.302,96.147,17.984,141.24
14.854,1.1086,19.228,19.513,20.633,54.661,25.425,96.532,18.184,141.66
14.876,1.1049,19.363,19.595,20.78,54.914,25.546,96.917,18.382,142.09
14.891,1.1159,19.497,19.676,20.928,55.156,25.665,97.3,18.577,142.52
14.905,1.1111,19.619,19.752,21.061,55.4,25.779,97.684,18.769,142.96
14.906,1.1165,19.739,19.835,21.192,55.646,25.885,98.067,18.958,143.4
14.907,1.1236,19.853,19.91,21.315,55.882,25.988,98.45,19.144,143.83
14.904,1.1248,19.961,19.986,21.432,56.118,26.085,98.826,19.325,144.27
14.904,1.1326,20.072,20.059,21.544,56.343,26.175,99.197,19.503,144.7
14.91,1.1384,20.178,20.133,21.644,56.571,26.259,99.567,19.677,145.12
14.921,1.1481,20.294,20.21,21.747,56.8,26.337,99.935,19.846,145.54
14.941,1.1425,20.408,20.271,21.844,57.018,26.412,100.3,20.011,145.95
14.965,1.1322,20.532,20.325,21.946,57.229,26.482,100.65,20.171,146.36
14.993,1.1284,20.65,20.386,22.036,57.438,26.546,101,20.327,146.76
15.015,1.1281,20.763,20.444,22.127,57.636,26.61,101.33,20.477,147.15
15.033,1.1252,20.872,20.492,22.21,57.821,26.666,101.66,20.623,147.53
15.049,1.1253,20.976,20.54,22.284,57.998,26.714,101.97,20.763,147.9
15.061,1.1229,21.07,20.588,22.352,58.168,26.762,102.27,20.898,148.26
15.069,1.1246,21.161,20.633,22.419,58.329,26.806,102.57,21.028,148.61
15.077,1.1239,21.241,20.683,22.472,58.491,26.846,102.85,21.153,148.95
15.081,1.1228,21.321,20.728,22.523,58.647,26.879,103.12,21.272,149.28
15.087,1.1243,21.394,20.774,22.57,58.798,26.913,103.39,21.386,149.6
15.096,1.1196,21.468,20.817,22.621,58.942,26.949,103.64,21.495,149.91
15.102,1.1241,21.542,20.857,22.67,59.076,26.979,103.88,21.599,150.2
