30.325,1.1438,6.3651,36.02,43.382,47.916
30.305,1.1685,6.1561,35.924,43.038,48.455
30.281,1.1945,5.9552,35.856,42.678,49.031
30.263,1.2156,5.7671,35.775,42.319,49.629
30.246,1.2367,5.597,35.739,41.958,50.253
30.232,1.2523,5.4408,35.655,41.6,50.896
30.224,1.2585,5.313,35.642,41.231,51.578
30.216,1.2672,5.1859,35.616,40.845,52.294
30.207,1.281,5.0859,35.569,40.447,53.041
30.206,1.2769,5.0164,35.556,40.036,53.828
30.202,1.2816,4.9745,35.572,39.612,54.652
30.198,1.2855,4.9521,35.599,39.18,55.517
30.202,1.2811,4.9593,35.639,38.728,56.42
30.204,1.2827,5.0008,35.706,38.274,57.365
30.21,1.2803,5.0739,35.802,37.821,58.358
30.219,1.2864,5.1917,35.918,37.361,59.394
30.234,1.2775,5.3515,36.042,36.9,60.477
30.25,1.2635,5.5463,36.216,36.445,61.61
30.266,1.2545,5.7906,36.388,35.98,62.79
30.286,1.2437,6.0734,36.643,35.497,64.027
30.306,1.235,6.3938,36.893,35.01,65.309
30.323,1.2343,6.757,37.195,34.521,66.641
30.335,1.2467,7.165,37.542,34.012,68.017
30.339,1.275,7.6255,37.947,33.499,69.436
30.337,1.3105,8.1192,38.403,32.986,70.891
30.312,1.3933,8.6651,38.927,32.449,72.386
30.277,1.5128,9.2498,39.56,31.903,73.922
30.226,1.6987,9.8696,40.252,31.355,75.506
30.161,1.9456,10.535,41.053,30.795,77.151
30.061,2.2699,11.246,41.991,30.224,78.873
29.95,2.6986,12.01,43.059,29.668,80.656
29.779,3.2453,12.802,44.279,29.15,82.517
29.544,3.9327,13.634,45.633,28.658,84.452
29.297,4.7526,14.514,47.142,28.204,86.441
29.059,5.6647,15.413,48.767,27.795,88.461
28.731,6.7495,16.281,50.457,27.417,90.504
28.27,7.928,17.115,52.206,27.07,92.548
27.588,9.2496,17.908,53.973,26.756,94.581
26.682,10.618,18.648,55.759,26.48,96.577
25.664,12.016,19.343,57.539,26.262,98.515
24.712,13.501,19.956,59.27,26.092,100.38
24.177,15.087,20.452,60.967,25.948,102.19
23.941,16.644,20.767,62.612,25.835,103.91
23.553,18.104,20.862,64.201,25.732,105.54
23.195,19.579,20.794,65.711,25.663,107.06
22.993,20.994,20.63,67.122,25.633,108.49
22.863,22.315,20.444,68.46,25.64,109.81
22.75,23.545,20.251,69.718,25.68,111.05
22.636,24.71,20.089,70.9,25.726,112.2
22.529,25.832,19.97,72.012,25.769,113.29
22.431,26.859,19.874,73.066,25.806,114.3
22.356,27.821,19.769,74.061,25.822,115.24
22.292,28.705,19.653,74.971,25.822,116.1
22.231,29.529,19.529,75.8,25.795,116.88
22.185,30.284,19.412,76.539,25.736,117.58
22.153,30.962,19.305,77.2,25.643,118.2
22.145,31.562,19.213,77.788,25.528,118.76
22.175,32.102,19.121,78.312,25.398,119.24
22.227,32.573,19.025,78.76,25.25,119.68
22.305,32.974,18.932,79.134,25.107,120.06
22.39,33.318,18.834,79.44,24.949,120.38
22.485,33.6,18.743,79.686,24.805,120.65
22.6,33.806,18.653,79.874,24.674,120.86
22.713,33.947,18.572,80.01,24.553,121.03
22.808,34.039,18.496,80.089,24.44,121.13
22.901,34.034,18.422,80.105,24.346,121.16
22.977,33.955,18.351,80.055,24.258,121.13
23.044,33.811,18.294,79.932,24.176,121.02
23.088,33.597,18.243,79.733,24.103,120.83
23.139,33.311,18.213,79.456,24.042,120.57
23.183,32.958,18.194,79.105,23.977,120.23
23.226,32.545,18.19,78.678,23.929,119.81
23.286,32.049,18.197,78.183,23.883,119.32
23.351,31.482,18.213,77.613,23.841,118.76
23.426,30.856,18.231,76.98,23.792,118.11
23.496,30.182,18.248,76.273,23.757,117.41
23.562,29.444,18.263,75.505,23.725,116.64
23.625,28.656,18.272,74.666,23.694,115.8
23.713,27.769,18.274,73.768,23.67,114.9
23.808,26.815,18.257,72.802,23.657,113.93
23.91,25.824,18.236,71.77,23.641,112.9
24.01,24.773,18.199,70.677,23.624,111.8
24.122,23.658,18.151,69.517,23.618,110.64
24.258,22.457,18.08,68.302,23.62,109.42
24.387,21.215,17.992,67.031,23.624,108.13
24.523,19.9,17.881,65.692,23.633,106.78
24.65,18.51,17.766,64.288,23.649,105.36
24.744,17.082,17.629,62.825,23.672,103.87
24.831,15.576,17.468,61.3,23.704,102.32
24.923,14.021,17.299,59.7,23.746,100.69
25.02,12.419,17.087,58.056,23.797,99.001
25.126,10.763,16.856,56.337,23.848,97.229
25.378,9.0809,16.565,54.55,23.908,95.384
26.38,7.4713,16.203,52.725,23.987,93.474
28.088,6.1055,15.764,50.845,24.091,91.51
29.543,5.1517,15.205,48.96,24.211,89.505
30.048,4.4537,14.59,47.037,24.36,87.488
29.827,3.7059,13.928,45.2,24.565,85.5
29.628,2.8469,13.251,43.485,24.808,83.617
29.646,2.082,12.56,41.943,25.127,81.902
29.802,1.5754,11.902,40.643,25.535,80.361
29.921,1.2809,11.338,39.625,25.99,79.011
29.926,1.1549,10.825,38.864,26.459,77.847
29.813,1.1842,10.266,38.352,26.918,76.844
29.686,1.3669,9.5578,38.114,27.351,75.944
29.547,1.5424,8.8121,38,27.731,75.098
29.435,1.6806,8.0814,37.873,28.072,74.335
29.395,1.7673,7.4254,37.779,28.416,73.649
29.414,1.8046,6.9249,37.732,28.75,73.009
29.447,1.7748,6.578,37.666,29.055,72.421
29.485,1.7237,6.3291,37.579,29.326,71.874
29.538,1.6516,6.1696,37.418,29.575,71.375
29.606,1.5283,6.1193,37.219,29.807,70.911
29.682,1.3868,6.162,36.982,29.998,70.437
29.77,1.2647,6.226,36.704,30.191,69.948
29.844,1.1669,6.2668,36.414,30.354,69.501
29.9,1.0957,6.282,36.14,30.523,69.062
29.937,1.0599,6.2512,35.893,30.695,68.648
29.936,1.0507,6.1567,35.74,30.858,68.282
29.909,1.0542,6.0202,35.664,31.026,67.951
29.885,1.0348,5.8775,35.629,31.174,67.668
29.874,1.0253,5.7591,35.607,31.306,67.441
29.862,1.0184,5.6632,35.618,31.412,67.26
29.847,1.0026,5.5828,35.642,31.494,67.108
29.832,0.99505,5.5194,35.659,31.568,66.984
29.823,0.99004,5.4773,35.664,31.638,66.883
29.808,0.99353,5.4591,35.66,31.695,66.808
29.792,0.99578,5.463,35.665,31.742,66.777
29.779,1.0027,5.4875,35.68,31.794,66.777
29.771,1.0048,5.5344,35.699,31.847,66.812
29.764,1.0131,5.5961,35.733,31.889,66.884
29.752,1.0251,5.6678,35.784,31.945,66.99
29.742,1.0295,5.7546,35.852,31.991,67.125
29.732,1.0378,5.8533,35.935,32.023,67.293
29.726,1.0434,5.9781,36.039,32.059,67.481
29.724,1.0445,6.1054,36.134,32.094,67.687
29.722,1.0522,6.2476,36.252,32.131,67.913
29.723,1.0607,6.4159,36.377,32.175,68.161
29.733,1.0609,6.5807,36.5,32.22,68.426
29.743,1.0678,6.7809,36.654,32.262,68.719
29.754,1.0706,6.9702,36.782,32.317,69.025
29.761,1.0801,7.1858,36.952,32.368,69.348
29.772,1.0837,7.4017,37.098,32.418,69.684
29.781,1.09,7.6366,37.263,32.466,70.026
29.798,1.0893,7.8762,37.428,32.518,70.368
29.816,1.0926,8.1127,37.583,32.571,70.712
29.836,1.1008,8.3626,37.766,32.62,71.058
29.854,1.1086,8.6015,37.917,32.665,71.404
29.876,1.1049,8.849,38.085,32.71,71.743
29.891,1.1159,9.1019,38.235,32.754,72.076
29.905,1.1111,9.3338,38.393,32.788,72.408
29.906,1.1165,9.5718,38.554,32.813,72.738
29.907,1.1236,9.7984,38.697,32.832,73.068
29.904,1.1248,10.019,38.848,32.844,73.387
29.904,1.1326,10.241,38.986,32.848,73.7
29.91,1.1384,10.446,39.127,32.841,74.014
29.921,1.1481,10.667,39.272,32.828,74.328
29.941,1.1425,10.875,39.399,32.813,74.637
29.965,1.1322,11.098,39.518,32.793,74.941
29.993,1.1284,11.307,39.643,32.765,75.233
30.015,1.1281,11.511,39.76,32.743,75.512
30.033,1.1252,11.711,39.86,32.71,75.782
30.049,1.1253,11.903,39.955,32.665,76.04
30.061,1.1229,12.079,40.052,32.625,76.284
30.069,1.1246,12.254,40.141,32.584,76.518
30.077,1.1239,12.404,40.242,32.54,76.741
30.081,1.1228,12.56,40.333,32.486,76.96
30.087,1.1243,12.701,40.425,32.439,77.171
30.096,1.1196,12.84,40.514,32.402,77.369
30.102,1.1241,12.981,40.589,32.359,77.562
30.112,1.1274,13.118,40.673,32.333,77.743
30.124,1.125,13.244,40.766,32.304,77.92
30.134,1.1276,13.386,40.822,32.287,78.084
30.15,1.1169,13.505,40.903,32.266,78.245
30.157,1.1268,13.624,40.992,32.257,78.392
30.169,1.119,13.75,41.057,32.238,78.538
30.18,1.1191,13.861,41.112,32.22,78.674
30.185,1.1202,13.96,41.188,32.2,78.807
30.191,1.1162,14.064,41.254,32.177,78.935
30.192,1.1183,14.161,41.3,32.157,79.055
30.193,1.1223,14.25,41.347,32.121,79.173
30.193,1.1219,14.325,41.412,32.094,79.282
30.193,1.122,14.399,41.466,32.063,79.384
30.197,1.1229,14.479,41.502,32.028,79.485
30.205,1.1234,14.56,41.52,32.002,79.578
30.21,1.1262,14.627,41.549,31.974,79.66
30.217,1.125,14.69,41.588,31.941,79.748
30.225,1.1245,14.76,41.623,31.911,79.829
30.23,1.1287,14.835,41.647,31.885,79.904
30.236,1.1316,14.906,41.666,31.869,79.974
30.243,1.137,14.975,41.684,31.851,80.043
30.247,1.1336,15.032,41.72,31.834,80.115
30.251,1.1358,15.095,41.764,31.816,80.189
30.252,1.1362,15.154,41.806,31.799,80.261
30.252,1.1404,15.217,41.851,31.773,80.341
30.254,1.1411,15.281,41.886,31.751,80.422
30.25,1.1491,15.344,41.909,31.732,80.499
30.251,1.1482,15.399,41.945,31.706,80.576
30.251,1.1487,15.45,41.991,31.676,80.657
30.25,1.1551,15.504,42.035,31.644,80.731
30.251,1.1562,15.558,42.069,31.618,80.798
30.249,1.1609,15.608,42.1,31.583,80.865
30.248,1.1607,15.654,42.128,31.547,80.929
30.243,1.1674,15.697,42.154,31.51,80.988
30.242,1.1679,15.739,42.174,31.475,81.044
30.235,1.1712,15.778,42.196,31.433,81.101
30.233,1.1739,15.815,42.217,31.382,81.16
30.229,1.1705,15.844,42.242,31.337,81.216
30.223,1.1814,15.869,42.274,31.29,81.277
30.222,1.1773,15.898,42.304,31.226,81.34
30.218,1.1776,15.929,42.332,31.174,81.403
30.216,1.1821,15.967,42.361,31.122,81.465
30.212,1.1847,16.003,42.386,31.066,81.531
30.208,1.193,16.039,42.409,31,81.596
30.21,1.1888,16.074,42.425,30.938,81.659
30.208,1.1967,16.109,42.444,30.872,81.726
30.205,1.1979,16.143,42.462,30.809,81.792
30.207,1.191,16.179,42.488,30.754,81.857
30.202,1.1985,16.218,42.516,30.692,81.926
30.206,1.195,16.259,42.548,30.623,81.998
30.202,1.2014,16.303,42.584,30.561,82.074
30.208,1.2002,16.357,42.627,30.487,82.16
30.208,1.2044,16.423,42.659,30.423,82.249
30.21,1.208,16.5,42.686,30.361,82.343
30.21,1.2108,16.569,42.721,30.291,82.449
30.212,1.2156,16.647,42.777,30.225,82.56
30.22,1.2148,16.743,42.842,30.151,82.675
30.224,1.2252,16.847,42.894,30.083,82.794
30.234,1.2253,16.958,42.951,30.015,82.918
30.243,1.228,17.066,43.01,29.954,83.044
30.251,1.2324,17.195,43.085,29.882,83.178
30.259,1.2354,17.329,43.125,29.818,83.31
30.269,1.2413,17.458,43.204,29.741,83.444
30.281,1.246,17.606,43.276,29.672,83.583
30.29,1.2509,17.753,43.342,29.608,83.719
30.298,1.2598,17.891,43.417,29.543,83.86
30.31,1.2663,18.054,43.487,29.477,83.997
30.32,1.2774,18.199,43.543,29.404,84.138
30.332,1.2838,18.358,43.628,29.341,84.268
30.344,1.2929,18.519,43.692,29.277,84.403
30.355,1.3062,18.666,43.763,29.222,84.528
30.37,1.3101,18.835,43.829,29.167,84.653
30.381,1.3237,18.98,43.874,29.112,84.773
30.392,1.3347,19.145,43.948,29.058,84.891
30.403,1.3496,19.305,44,29.008,85.004
30.417,1.3651,19.466,44.063,28.964,85.117
30.429,1.3741,19.635,44.12,28.925,85.227
30.443,1.3852,19.786,44.177,28.9,85.335
30.456,1.3995,19.954,44.238,28.879,85.433
30.463,1.428,20.092,44.293,28.866,85.533
30.474,1.4385,20.231,44.349,28.859,85.616
30.477,1.4699,20.362,44.404,28.861,85.692
30.475,1.4952,20.468,44.456,28.867,85.761
30.472,1.518,20.555,44.503,28.877,85.824
30.468,1.5418,20.636,44.532,28.893,85.889
30.465,1.5661,20.715,44.569,28.91,85.942
30.46,1.6034,20.779,44.613,28.93,85.995
30.462,1.6224,20.83,44.657,28.962,86.048
30.459,1.6553,20.878,44.698,28.996,86.094
30.455,1.6809,20.925,44.74,29.039,86.137
30.446,1.7014,20.964,44.786,29.082,86.178
30.439,1.7189,21.002,44.822,29.132,86.212
30.43,1.7319,21.043,44.853,29.188,86.244
30.421,1.7507,21.088,44.871,29.24,86.271
30.418,1.7491,21.14,44.888,29.292,86.291
30.418,1.7449,21.195,44.904,29.341,86.303
30.427,1.7276,21.254,44.916,29.396,86.307
30.449,1.703,21.322,44.916,29.456,86.305
30.48,1.6582,21.414,44.889,29.512,86.293
30.515,1.6014,21.524,44.846,29.56,86.269
30.55,1.546,21.617,44.812,29.606,86.232
30.587,1.4995,21.707,44.773,29.657,86.183
30.624,1.4628,21.789,44.717,29.709,86.132
30.649,1.4294,21.861,44.663,29.767,86.079
30.66,1.4108,21.915,44.606,29.836,86.024
30.656,1.4018,21.946,44.564,29.919,85.968
30.643,1.395,21.954,44.533,29.999,85.92
