Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
8066,2.3125,-17,-27.5625,-0.2563477,-0.8994141,0.006835938,0.1953125,0.6430664,-0.2661133
8069,1.375,-14.4375,-28.125,-0.2446289,-0.8837891,-0.01171875,0.1953125,0.6430664,-0.2661133
8072,-1.8125,-11.9375,-28.75,-0.2797852,-0.8955078,-0.0004882813,0.1923828,0.6459961,-0.2802734
8075,-2,-9.625,-29.5625,-0.2446289,-0.8798828,0.03759766,0.1811523,0.6376953,-0.2773438
8078,-2.5,-7.375,-30.375,-0.2836914,-0.8798828,0.02246094,0.1811523,0.6376953,-0.2773438
8081,-3.1875,-5.5,-31.625,-0.2446289,-0.8876953,0.06054688,0.1835938,0.6459961,-0.2749023
8084,-3.875,-3.1875,-32.3125,-0.2446289,-0.8486328,0.04541016,0.1835938,0.6459961,-0.2749023
8087,-4.25,-1.125,-33.5625,-0.2641602,-0.8642578,0.03759766,0.175293,0.6459961,-0.2578125
8090,-7.3125,0.125,-34.4375,-0.2485352,-0.8603516,0.08740234,0.175293,0.6459961,-0.2578125
8093,-9.4375,1.1875,-35.6875,-0.2680664,-0.8408203,0.06835938,0.1723633,0.6430664,-0.2631836
8096,-11.625,2.5625,-36.9375,-0.3110352,-0.8642578,0.06054688,0.1694336,0.6430664,-0.2661133
8099,-12.75,4.125,-37.625,-0.2836914,-0.8681641,0.08740234,0.1694336,0.6430664,-0.2661133
8102,-13.125,3.5,-40.75,-0.3071289,-0.9033203,0.09912109,0.1611328,0.6459961,-0.2602539
8105,-13.25,5.625,-40.625,-0.2836914,-0.8798828,0.05322266,0.1611328,0.6459961,-0.2602539
8108,-15.25,6.75,-40.875,-0.3227539,-0.8798828,0.04931641,0.1640625,0.6376953,-0.269043
8111,-14.5625,7.375,-42.1875,-0.3461914,-0.9072266,0.06445313,0.1494141,0.6489258,-0.2631836
8114,-12.5,8.5,-43.625,-0.3266602,-0.934082,0.04150391,0.1494141,0.6489258,-0.2631836
8117,-11.4375,8.0625,-43.8125,-0.3266602,-0.8994141,0.05664063,0.1494141,0.6489258,-0.2578125
8120,-13.75,7.5625,-42.875,-0.3071289,-0.9458008,0.08398438,0.1494141,0.6489258,-0.2578125
8123,-14.5,7.1875,-44.375,-0.3227539,-0.965332,0.08007813,0.1469727,0.640625,-0.2578125
8126,-17.9375,5.375,-46.9375,-0.3071289,-1.016113,0.03369141,0.1469727,0.640625,-0.2578125
8129,-21,7,-47.125,-0.3071289,-1.055176,-0.01171875,0.1411133,0.6459961,-0.2602539
8132,-20.1875,11.4375,-45.375,-0.2641602,-1.086426,-0.08105469,0.1181641,0.6376953,-0.2519531
8135,-16.5,13.5625,-45.1875,-0.2797852,-1.141113,-0.08496094,0.1181641,0.6376953,-0.2519531
8138,-16.25,12.125,-45.875,-0.2060547,-1.195801,-0.1235352,0.1269531,0.6430664,-0.2460938
8141,-27.9375,8.1875,-45.9375,-0.1826172,-1.211426,-0.05810547,0.1269531,0.6430664,-0.2460938
8144,-34.8125,8.9375,-42.375,-0.2138672,-1.211426,-0.1542969,0.1152344,0.640625,-0.2460938
8147,-31.8125,4.375,-41.5,-0.2446289,-1.184082,-0.2387695,0.1210938,0.6542969,-0.2348633
8150,-20.9375,1.25,-41,-0.2407227,-1.168457,-0.2539063,0.1210938,0.6542969,-0.2348633
8153,-8.375,-0.625,-42,-0.2602539,-1.168457,-0.246582,0.1152344,0.6459961,-0.2431641
8156,-4.3125,-4.75,-43.5,-0.2407227,-1.184082,-0.2270508,0.1152344,0.6459961,-0.2431641
8159,-7.125,-6.4375,-42.875,-0.2524414,-1.184082,-0.1503906,0.1040039,0.6318359,-0.2348633
8162,-10.9375,-6.875,-41,-0.1826172,-1.17627,-0.1616211,0.09228516,0.6489258,-0.2236328
8165,-11.875,-8.1875,-38.75,-0.1435547,-1.148926,-0.2041016,0.09228516,0.6489258,-0.2236328
8168,-6.3125,-9.1875,-36.3125,-0.06933594,-1.105957,-0.2695313,0.08691406,0.6347656,-0.2290039
8171,-2.25,-10.125,-33.25,-0.02246094,-1.059082,-0.3461914,0.08691406,0.6347656,-0.2290039
8174,-0.375,-10.875,-29.1875,0.04736328,-1.086426,-0.3696289,0.08691406,0.6347656,-0.2319336
8177,-0.1875,-10,-22.625,0.171875,-1.023926,-0.4423828,0.08691406,0.6347656,-0.2319336
8180,3,-8.5,-15.25,0.1640625,-0.996582,-0.4272461,0.08105469,0.6293945,-0.2265625
8183,7.125,-5.0625,-9.375,0.1796875,-0.9614258,-0.5039063,0.07519531,0.6293945,-0.2265625
8186,17,-4.9375,-6.9375,0.2148438,-0.8642578,-0.5039063,0.07519531,0.6293945,-0.2265625
8189,15.1875,-5.5,-7.25,0.234375,-0.8447266,-0.3769531,0.07519531,0.6347656,-0.2290039
8192,20.4375,-2.5,-6.375,0.2617188,-0.7744141,-0.3808594,0.07519531,0.6347656,-0.2290039
8195,13.625,-1.0625,-6.9375,0.25,-0.7822266,-0.3271484,0.08105469,0.640625,-0.2290039
8198,7.4375,-0.6875,-8.75,0.2890625,-0.8134766,-0.2773438,0.08398438,0.6347656,-0.2265625
8201,2.5625,1.25,-9.5625,0.296875,-0.8291016,-0.2885742,0.08398438,0.6347656,-0.2265625
8204,-1.75,6.0625,-7.8125,0.3203125,-0.6923828,-0.2695313,0.07275391,0.6181641,-0.2207031
8207,-12,3,-13.25,0.2226563,-0.8447266,-0.2963867,0.07275391,0.6181641,-0.2207031
8210,-12.75,4.9375,-15.1875,0.1914063,-0.8994141,-0.3081055,0.07275391,0.6152344,-0.2348633
8213,-16.9375,6.9375,-15.3125,0.1445313,-0.8876953,-0.2924805,0.07275391,0.6152344,-0.2348633
8216,-20.5625,7.9375,-15,0.1289063,-0.9692383,-0.2924805,0.06982422,0.6181641,-0.2177734
8219,-22.3125,8.625,-14,0.1210938,-1.000488,-0.284668,0.07275391,0.6152344,-0.2148438
8222,-21.875,7.8125,-12.6875,0.02392578,-1.055176,-0.2885742,0.07275391,0.6152344,-0.2148438
8225,-17.9375,5.9375,-12.1875,-0.02636719,-1.05127,-0.2617188,0.06103516,0.6181641,-0.2236328
8228,-12.625,2.625,-11.5,-0.09277344,-1.117676,-0.300293,0.06103516,0.6181641,-0.2236328
8231,-6.8125,-1.25,-11.125,-0.1083984,-1.086426,-0.300293,0.07275391,0.6152344,-0.2094727
8234,-0.4375,-4.9375,-11.8125,-0.09667969,-1.094238,-0.3041992,0.06103516,0.612793,-0.2148438
8237,5.5625,-9.6875,-10.3125,-0.1083984,-1.039551,-0.2387695,0.06103516,0.612793,-0.2148438
8240,11.0625,-11.125,-9.625,-0.08105469,-0.9770508,-0.2270508,0.05810547,0.6181641,-0.2177734
8243,15.1875,-12.6875,-8.4375,-0.07714844,-0.9301758,-0.2158203,0.05810547,0.6181641,-0.2177734
8246,17.3125,-14.25,-7.1875,-0.01074219,-0.8642578,-0.1811523,0.06982422,0.6098633,-0.2148438
8249,17.9375,-14.75,-5.8125,-0.01855469,-0.8251953,-0.1464844,0.06982422,0.6098633,-0.2148438
8252,16.625,-15.5,-4.1875,0.02392578,-0.7744141,-0.1157227,0.046875,0.6152344,-0.2148438
8255,14.6875,-15.5625,-2.0625,0.08203125,-0.7158203,-0.1347656,0.046875,0.6152344,-0.2148438
8258,12.5,-14.1875,0.375,0.08203125,-0.7158203,-0.1157227,0.046875,0.6152344,-0.2148438
8261,10.0625,-13.375,2.3125,0.1289063,-0.6728516,-0.1425781,0.05566406,0.612793,-0.2094727
8264,7.4375,-13.1875,4.375,0.1367188,-0.6376953,-0.1274414,0.05566406,0.612793,-0.2094727
8267,4.8125,-13.1875,5.1875,0.109375,-0.6689453,-0.1772461,0.046875,0.6098633,-0.2177734
8270,2.1875,-13.25,6.0625,0.140625,-0.6845703,-0.1386719,0.05566406,0.6015625,-0.2177734
8273,-0.5,-12.6875,6.875,0.1367188,-0.7119141,-0.1694336,0.05566406,0.6015625,-0.2177734
8276,-1.625,-12.0625,7.5625,0.06689453,-0.7001953,-0.1694336,0.07275391,0.6044922,-0.2094727
8279,-1.625,-11.9375,7.3125,0.1289063,-0.7158203,-0.1503906,0.07275391,0.6044922,-0.2094727
8282,-1.375,-11.5625,7.625,0.09765625,-0.7783203,-0.1079102,0.04980469,0.6098633,-0.2148438
8285,-1.8125,-10.875,7.6875,0.1210938,-0.7431641,-0.1000977,0.04980469,0.6098633,-0.2148438
8288,-2.875,-10.375,7.6875,0.08203125,-0.7861328,-0.1000977,0.04980469,0.6098633,-0.2148438
8291,-3.875,-9.9375,7.8125,0.1015625,-0.7861328,-0.08105469,0.04980469,0.6069336,-0.2036133
8294,-4.25,-9.5,7.5,0.07421875,-0.8095703,-0.1157227,0.04980469,0.6069336,-0.2036133
8297,-4.9375,-9.0625,6.875,0.09375,-0.8212891,-0.09667969,0.04980469,0.6069336,-0.206543
8300,-5.4375,-7.9375,7.125,0.09765625,-0.8291016,-0.08886719,0.04980469,0.6069336,-0.206543
8303,-4.8125,-6.875,6.6875,0.06689453,-0.8837891,-0.1079102,0.05566406,0.6015625,-0.206543
8306,-5.4375,-6.375,6.875,0.09765625,-0.8525391,-0.1308594,0.04980469,0.6098633,-0.206543
8309,-5.125,-5.5625,7.75,0.109375,-0.8720703,-0.1542969,0.04980469,0.6098633,-0.206543
8312,-4.0625,-5.125,8.9375,0.1054688,-0.8720703,-0.1118164,0.04394531,0.5932617,-0.2094727
8315,-2.25,-5.125,10.3125,0.1171875,-0.9033203,-0.1040039,0.04394531,0.5932617,-0.2094727
8318,-0.4375,-4.9375,11.6875,0.1171875,-0.8955078,-0.1425781,0.04394531,0.5932617,-0.2094727
8321,1.3125,-4.5,13.125,0.1054688,-0.8916016,-0.1235352,0.05810547,0.5986328,-0.2006836
8324,2.6875,-4.3125,14.625,0.1132813,-0.918457,-0.1040039,0.05810547,0.5986328,-0.2006836
8327,3.4375,-4.5625,15.4375,0.08203125,-0.9223633,-0.1000977,0.05566406,0.5932617,-0.2148438
8330,3.75,-3.5625,17.25,0.06689453,-0.9150391,-0.05810547,0.05566406,0.5932617,-0.2148438
8333,3.3125,-3.9375,18.375,0.06689453,-0.9150391,-0.015625,0.05273438,0.5961914,-0.206543
8336,2.875,-4.75,20,0.03173828,-0.8916016,-0.02734375,0.05273438,0.5961914,-0.206543
8339,3.5,-5.8125,21.0625,0.06298828,-0.8525391,-0.03125,0.06396484,0.6044922,-0.1923828
8342,5.1875,-7.625,22.6875,0.04345703,-0.8642578,-0.04638672,0.05810547,0.6015625,-0.2006836
8345,6.6875,-8.875,24.125,0.02392578,-0.8564453,-0.06201172,0.05810547,0.6015625,-0.2006836
8348,8.75,-10.0625,26.1875,0.01220703,-0.8564453,-0.06933594,0.05810547,0.6015625,-0.2006836
8351,10.375,-9.75,28.25,-0.01074219,-0.8447266,-0.04638672,0.05810547,0.6015625,-0.2006836
8354,12.375,-10.0625,29.625,0.008300781,-0.8408203,-0.04638672,0.05273438,0.5849609,-0.206543
8357,12.875,-10.75,30.75,0.02001953,-0.8642578,-0.02734375,0.06689453,0.5961914,-0.206543
8360,12.6875,-11.8125,31,0.02001953,-0.8486328,-0.03857422,0.06689453,0.5961914,-0.206543
8363,12,-12.75,30.3125,0.0004882813,-0.8720703,-0.05810547,0.05273438,0.590332,-0.2036133
8366,11.0625,-12.8125,29.0625,0.02392578,-0.8720703,-0.07714844,0.05273438,0.590332,-0.2036133
8369,9,-13.3125,28.75,0.0004882813,-0.9150391,-0.1235352,0.05810547,0.5878906,-0.2036133
8372,6.75,-13.6875,28.8125,0.004394531,-0.9379883,-0.1235352,0.05810547,0.5878906,-0.2036133
8375,4.125,-11.5,29.25,-0.01855469,-0.9458008,-0.1694336,0.06396484,0.6015625,-0.1894531
8378,-0.0625,-14.125,30.3125,-0.04199219,-0.949707,-0.1733398,0.06396484,0.6015625,-0.1894531
8381,0.5625,-16.375,29.0625,-0.07714844,-0.934082,-0.1923828,0.06396484,0.6015625,-0.1894531
8384,1.6875,-17.625,28.5625,-0.1044922,-0.9731445,-0.2041016,0.078125,0.5878906,-0.206543
8387,2.5,-22.3125,27.1875,-0.1123047,-0.9731445,-0.1386719,0.078125,0.5878906,-0.206543
8390,5.375,-27.4375,25.375,-0.1318359,-0.9614258,-0.1157227,0.06103516,0.5737305,-0.206543
8393,6.125,-31.5,25.4375,-0.1513672,-0.9458008,-0.06201172,0.07519531,0.5849609,-0.1948242
8396,6.875,-36.875,23.625,-0.1318359,-0.9614258,-0.03857422,0.07519531,0.5849609,-0.1948242
8399,6.25,-41.375,21.625,-0.2021484,-1.031738,0.02246094,0.07275391,0.5795898,-0.1977539
8402,4.4375,-46.5625,19.8125,-0.1826172,-1.055176,-0.015625,0.07275391,0.5795898,-0.1977539
8405,-0.25,-51.3125,16.75,-0.2290039,-1.086426,-0.0234375,0.07275391,0.5878906,-0.1977539
8408,-9.125,-53.875,15.125,-0.2250977,-1.156738,-0.09667969,0.07275391,0.5878906,-0.1977539
8411,-10.5,-57.6875,11.1875,-0.2021484,-1.195801,-0.1464844,0.07275391,0.5878906,-0.1977539
8414,-9.25,-53,10.875,-0.1787109,-1.273438,-0.2348633,0.06689453,0.5737305,-0.1865234
8417,-10.75,-50.875,10.875,-0.1630859,-1.316406,-0.3461914,0.06689453,0.5737305,-0.1865234
8420,-8.875,-51.9375,9,-0.1630859,-1.320313,-0.5541992,0.06103516,0.5849609,-0.1977539
8423,-2.4375,-48.875,8.3125,-0.08886719,-1.355469,-0.5922852,0.06103516,0.5849609,-0.1977539
8426,6.8125,-44.8125,8.375,-0.1318359,-1.308594,-0.6157227,0.06689453,0.5849609,-0.2006836
8429,17.9375,-43.6875,6.375,-0.1552734,-1.285156,-0.5307617,0.06396484,0.5820313,-0.1835938
8432,23.75,-44.75,2.75,-0.2211914,-1.234863,-0.4619141,0.06396484,0.5820313,-0.1835938
8435,18.5625,-45.25,0.1875,-0.2563477,-1.199707,-0.3232422,0.06396484,0.5795898,-0.1806641
8438,17.4375,-46.1875,-0.8125,-0.2954102,-1.129395,-0.2734375,0.06396484,0.5795898,-0.1806641
8441,22.875,-45.125,-1.8125,-0.2954102,-1.11377,-0.2001953,0.05566406,0.5795898,-0.1923828
8444,20.25,-47.625,-5.625,-0.2954102,-1.031738,-0.1079102,0.06689453,0.5654297,-0.175293
8447,14.3125,-53.0625,-8.0625,-0.3227539,-0.9770508,-0.1347656,0.06689453,0.5654297,-0.175293
8450,8.8125,-54.8125,-9.5,-0.3657227,-0.9111328,-0.1503906,0.04980469,0.5766602,-0.1865234
8453,3.6875,-54.3125,-9.0625,-0.3813477,-0.8525391,-0.1582031,0.04980469,0.5766602,-0.1865234
8456,8.9375,-54.5625,-8.875,-0.4282227,-0.8330078,-0.2119141,0.046875,0.5683594,-0.1835938
8459,10.125,-53.4375,-8.9375,-0.4321289,-0.7861328,-0.1962891,0.046875,0.5683594,-0.1835938
8462,9.8125,-52.25,-8.9375,-0.3969727,-0.7744141,-0.1923828,0.05810547,0.5737305,-0.1806641
8465,8.75,-50.5,-8.125,-0.4165039,-0.8134766,-0.2348633,0.046875,0.5625,-0.1835938
8468,5.0625,-50.1875,-7.4375,-0.4165039,-0.8369141,-0.1962891,0.046875,0.5625,-0.1835938
8471,0.3125,-51.1875,-5.6875,-0.3735352,-0.8955078,-0.2001953,0.04394531,0.5571289,-0.1782227
8474,-2.875,-51.3125,-4.3125,-0.3969727,-0.8994141,-0.2158203,0.04394531,0.5571289,-0.1782227
8477,-1.8125,-53.875,-4.25,-0.3774414,-0.965332,-0.2197266,0.03808594,0.5654297,-0.1723633
8480,0.3125,-54.8125,-4.0625,-0.4008789,-1.008301,-0.2231445,0.04101563,0.5654297,-0.1782227
8483,1.75,-56.8125,-4.75,-0.3422852,-1.004395,-0.2504883,0.04101563,0.5654297,-0.1782227
8486,4.6875,-60.0625,-5.75,-0.3227539,-1.055176,-0.246582,0.03808594,0.5571289,-0.175293
8489,8.125,-61.5625,-5.9375,-0.3266602,-1.047363,-0.2270508,0.03808594,0.5571289,-0.175293
8492,10,-62.1875,-5.75,-0.3032227,-1.047363,-0.246582,0.03808594,0.5654297,-0.1635742
8495,11.5625,-61.375,-7,-0.2719727,-1.039551,-0.2348633,0.03808594,0.5654297,-0.1635742
8498,10.75,-59.4375,-7.6875,-0.2641602,-1.023926,-0.2426758,0.03271484,0.5654297,-0.1665039
8501,9.125,-57.125,-8.3125,-0.2211914,-0.965332,-0.1850586,0.03808594,0.5571289,-0.1694336
8504,7.3125,-54.4375,-8.6875,-0.2138672,-0.9262695,-0.1962891,0.03808594,0.5571289,-0.1694336
8507,5.375,-51.875,-8.875,-0.1787109,-0.8681641,-0.1582031,0.03808594,0.5517578,-0.1635742
8510,3.9375,-49.3125,-9.3125,-0.1435547,-0.8408203,-0.1386719,0.03808594,0.5517578,-0.1635742
8513,2.0625,-47.8125,-9.8125,-0.1201172,-0.7939453,-0.1503906,0.02978516,0.5571289,-0.1611328
8516,1.875,-46.75,-11.6875,-0.1552734,-0.7626953,-0.1386719,0.02685547,0.5541992,-0.1611328
8519,0.75,-45.125,-13.3125,-0.1591797,-0.7431641,-0.1040039,0.02685547,0.5541992,-0.1611328
8522,0.8125,-44.375,-15.8125,-0.1826172,-0.7080078,-0.05810547,0.02978516,0.5541992,-0.1611328
8525,0.8125,-43,-16.6875,-0.2060547,-0.6806641,-0.02734375,0.02978516,0.5541992,-0.1611328
8528,0.625,-41.1875,-17.3125,-0.2138672,-0.6962891,-0.01171875,0.02685547,0.543457,-0.1582031
8531,3.375,-37.375,-16.6875,-0.2099609,-0.6884766,-0.05810547,0.02685547,0.543457,-0.1582031
8534,6.0625,-34.875,-16.875,-0.2250977,-0.6689453,-0.04248047,0.02392578,0.5571289,-0.1552734
8537,7,-32.9375,-17.3125,-0.1865234,-0.6845703,-0.05029297,0.02099609,0.5541992,-0.1582031
8540,6.6875,-29.3125,-16.4375,-0.1904297,-0.7236328,-0.05029297,0.02099609,0.5541992,-0.1582031
8543,5.9375,-27.4375,-16.3125,-0.2021484,-0.7431641,-0.0234375,0.02392578,0.5405273,-0.1523438
8546,4.9375,-25.1875,-15.9375,-0.2021484,-0.7822266,-0.04638672,0.02392578,0.5405273,-0.1523438
8549,3.875,-22.0625,-14.875,-0.1982422,-0.7822266,-0.06201172,0.01855469,0.5375977,-0.1582031
8552,2.6875,-19.9375,-14.6875,-0.2060547,-0.8134766,-0.07324219,0.001464844,0.5405273,-0.1523438
8555,1.6875,-17.375,-13.6875,-0.2021484,-0.8525391,-0.06201172,0.001464844,0.5405273,-0.1523438
8558,0.375,-14.3125,-12.1875,-0.2021484,-0.8134766,-0.06933594,0.01269531,0.5458984,-0.1552734
8561,0.125,-11.875,-11.125,-0.2172852,-0.8525391,-0.02734375,0.01269531,0.5458984,-0.1552734
8564,0.8125,-9.0625,-11,-0.1943359,-0.8291016,-0.05810547,0.015625,0.543457,-0.1552734
8567,1.25,-7.5625,-11.5625,-0.1982422,-0.8564453,-0.07714844,0.009765625,0.5405273,-0.1582031
8570,2.1875,-5,-11.75,-0.1904297,-0.8251953,-0.06201172,0.009765625,0.5405273,-0.1582031
8573,3.625,-2,-12.0625,-0.2290039,-0.8251953,-0.07324219,0.01269531,0.5375977,-0.144043
8576,5.125,1.0625,-11.75,-0.2172852,-0.7978516,-0.03857422,0.01269531,0.5375977,-0.144043
8579,7.5,2.8125,-13.5,-0.2211914,-0.8095703,-0.08886719,0.00390625,0.5322266,-0.1582031
8582,10.125,5,-14.125,-0.2524414,-0.8369141,-0.09667969,0.00390625,0.5322266,-0.1582031
8585,12.75,7.0625,-13.6875,-0.2446289,-0.8486328,-0.05029297,0.01855469,0.5322266,-0.1611328
8588,15,9.25,-13.375,-0.2485352,-0.8017578,-0.015625,0.009765625,0.5239258,-0.1552734
8591,17.1875,11.4375,-11.625,-0.2446289,-0.8369141,-0.02734375,0.009765625,0.5239258,-0.1552734
8594,18.25,14.875,-10.3125,-0.2602539,-0.8759766,0.01855469,0.015625,0.5351563,-0.1611328
8597,19.8125,17.5,-9.25,-0.2407227,-0.8642578,0.01464844,0.015625,0.5351563,-0.1611328
8600,18.9375,19.5,-8.125,-0.2172852,-0.8876953,0.06054688,0.006835938,0.5268555,-0.1611328
8603,17.5,20.5625,-8.6875,-0.2172852,-0.9072266,0.01855469,0.01269531,0.5351563,-0.1635742
8606,15.4375,20.5625,-10.25,-0.2060547,-0.8916016,-0.01171875,0.01269531,0.5351563,-0.1635742
8609,13.625,21.5,-11.125,-0.2099609,-0.9770508,-0.01171875,-0.0009765625,0.5268555,-0.1582031
8612,13.625,24,-10.6875,-0.1826172,-0.934082,-0.03857422,-0.0009765625,0.5268555,-0.1582031
8615,14.3125,26.4375,-10,-0.1982422,-0.949707,-0.05029297,-0.00390625,0.5268555,-0.1694336
8618,15.25,28.75,-9.1875,-0.2021484,-0.996582,-0.0078125,-0.00390625,0.5268555,-0.1694336
8621,17.0625,27.0625,-11.8125,-0.2172852,-0.9692383,-0.02734375,0.009765625,0.515625,-0.1635742
8624,17.0625,31.875,-9.5625,-0.2021484,-1.039551,0.002929688,-0.0009765625,0.5126953,-0.1611328
8627,18.3125,31.6875,-11.875,-0.2485352,-1.004395,-0.0004882813,-0.0009765625,0.5126953,-0.1611328
8630,15.625,30.375,-15,-0.2446289,-1.008301,-0.0004882813,-0.00390625,0.5209961,-0.1665039
8633,13,29.125,-18.3125,-0.2290039,-1.023926,-0.004394531,-0.00390625,0.5209961,-0.1665039
8636,11.1875,25.875,-24.25,-0.2138672,-0.9926758,0.006835938,0.01855469,0.5185547,-0.1694336
8639,10,25.3125,-28.1875,-0.2099609,-1.062988,-0.004394531,0.001464844,0.5209961,-0.1835938
8642,9.5,27.1875,-27.375,-0.2021484,-1.141113,-0.0004882813,0.001464844,0.5209961,-0.1835938
8645,8.375,30.8125,-23.75,-0.1357422,-1.125488,-0.02734375,-0.006835938,0.5043945,-0.1806641
8648,8,32.875,-21.0625,-0.1162109,-1.164551,0.01855469,-0.006835938,0.5043945,-0.1806641
8651,1.3125,33.625,-18.9375,-0.1240234,-1.199707,-0.07714844,0.001464844,0.5185547,-0.1782227
8654,1,37.8125,-13.5,-0.09277344,-1.230957,-0.1196289,0.001464844,0.5185547,-0.1782227
8657,3.75,44.4375,-8.125,-0.08105469,-1.219238,-0.2080078,-0.00390625,0.5126953,-0.1835938
8660,4,46.25,-5.75,-0.02246094,-1.187988,-0.2578125,-0.00390625,0.5126953,-0.1835938
8663,6.0625,46.4375,-3.0625,-0.01464844,-1.168457,-0.265625,-0.00390625,0.5126953,-0.1835938
8666,5.9375,49.6875,0.5625,-0.01074219,-1.17627,-0.2197266,-0.00390625,0.5126953,-0.1923828
8669,4.25,51.8125,2.3125,-0.04980469,-1.105957,-0.2231445,-0.00390625,0.5126953,-0.1923828
8672,4.25,53.1875,2.9375,-0.05371094,-1.070801,-0.1962891,0.001464844,0.5073242,-0.1835938
8675,6.6875,56.25,5.125,-0.06152344,-1.023926,-0.1503906,0.02099609,0.5014648,-0.1835938
8678,6.6875,58.125,7.125,-0.02246094,-1.016113,-0.1274414,0.02099609,0.5014648,-0.1835938
8681,4,57.625,8.5625,-0.06152344,-1.055176,-0.1157227,0.01269531,0.4990234,-0.1977539
8684,0.625,57.5625,8.0625,-0.02636719,-0.9111328,-0.1582031,0.01269531,0.4990234,-0.1977539
8687,2.3125,56.4375,7.8125,-0.006835938,-0.918457,-0.1655273,0.01269531,0.5043945,-0.2006836
8690,3.0625,56.125,7.875,0.004394531,-0.8876953,-0.1655273,0.01269531,0.5043945,-0.2006836
8693,4.0625,57.1875,9.9375,0.02392578,-0.8681641,-0.2080078,0.01269531,0.5043945,-0.2006836
8696,6,58.0625,13.5625,0.03564453,-0.8564453,-0.2041016,0.02685547,0.4960938,-0.1923828
8699,12.6875,59,19,0.08984375,-0.8642578,-0.2270508,0.02685547,0.4960938,-0.1923828
8702,29.3125,59.4375,40.625,0.04345703,-0.9150391,-0.1733398,0.02099609,0.5043945,-0.1977539
8705,9.3125,61.875,22,0.1445313,-0.7978516,-0.230957,0.02099609,0.5043945,-0.1977539
8708,6.625,55.5625,16.5,0.09765625,-0.9223633,-0.2387695,0.02392578,0.5014648,-0.206543
8711,7.5,57.5625,14.0625,0.07080078,-0.965332,-0.1889648,0.04101563,0.4960938,-0.206543
8714,-0.3125,56.1875,6.625,0.125,-0.918457,-0.2617188,0.04101563,0.4960938,-0.206543
8717,-7.625,53.4375,-1.1875,0.05126953,-1.027832,-0.28125,0.03564453,0.5073242,-0.2036133
8720,-6.625,57.8125,-5.25,0.01220703,-1.062988,-0.28125,0.03564453,0.5073242,-0.2036133
8723,-8.875,59.875,-8.1875,-0.01074219,-1.070801,-0.2426758,0.03564453,0.5073242,-0.2036133
8726,-11.5,59.0625,-10,-0.04199219,-1.055176,-0.246582,0.03564453,0.5014648,-0.2006836
8729,-12.625,58.0625,-10.375,-0.04199219,-1.090332,-0.2348633,0.03564453,0.5014648,-0.2006836
8732,-12.4375,56.75,-8.3125,-0.06933594,-1.055176,-0.2426758,0.04394531,0.5014648,-0.2094727
8735,-9.875,56.3125,-5.125,-0.1591797,-1.035645,-0.2080078,0.04394531,0.5014648,-0.2094727
8738,-7.4375,53.1875,-2.9375,-0.1552734,-1.035645,-0.1694336,0.04394531,0.5014648,-0.2148438
8741,-1.625,47.875,-0.1875,-0.1357422,-0.9692383,-0.1655273,0.04394531,0.5014648,-0.2148438
8744,2.5625,40.8125,4.1875,-0.1982422,-0.9418945,-0.1425781,0.04394531,0.5014648,-0.2094727
8747,4.75,35.375,8.8125,-0.1513672,-0.9033203,-0.09277344,0.04394531,0.4931641,-0.206543
8750,9.8125,32.625,18.9375,-0.1162109,-0.9150391,-0.08886719,0.04394531,0.4931641,-0.206543
8753,10.75,27.6875,25.875,-0.07324219,-0.8681641,-0.09277344,0.04394531,0.4931641,-0.206543
8756,9.3125,21.5625,28.75,-0.05371094,-0.934082,-0.08886719,0.04394531,0.4931641,-0.206543
8759,6.6875,17.5625,33.8125,-0.04199219,-0.8095703,-0.1582031,0.04394531,0.4931641,-0.2036133
8762,8.4375,14.1875,41.1875,-0.1083984,-1.000488,-0.1616211,0.06103516,0.4960938,-0.2177734
8765,22.9375,21.0625,55.125,-0.04199219,-0.7744141,-0.1425781,0.06103516,0.4960938,-0.2177734
8768,12.5,19.875,59.625,-0.02636719,-0.7978516,-0.1274414,0.06103516,0.4907227,-0.2236328
8771,23.5625,21.5625,76.9375,0.0004882813,-0.9072266,-0.03857422,0.06103516,0.4907227,-0.2236328
8774,31.3125,30.1875,103.3125,0.08203125,-1.023926,0.03369141,0.07275391,0.4960938,-0.2236328
8777,25.8125,47.6875,135.375,0.04345703,-1.023926,-0.06201172,0.07275391,0.4960938,-0.2236328
8780,11.0625,53.875,157.3125,0.06298828,-0.996582,-0.03515625,0.06689453,0.4960938,-0.2290039
8783,11.25,55.75,175.9375,0.04736328,-1.012207,0.01855469,0.06689453,0.4960938,-0.2290039
8786,16.625,63,202.625,0.0004882813,-1.047363,0.04541016,0.06689453,0.4960938,-0.2290039
8789,16.125,78.75,224.3125,0.02392578,-1.031738,0.1489258,0.1123047,0.5043945,-0.2177734
8792,4.9375,96.875,230,-0.03808594,-0.8330078,0.04541016,0.1123047,0.5043945,-0.2177734
8795,-7.125,106,225.5,-0.1748047,-0.8408203,-0.08105469,0.1381836,0.5014648,-0.2148438
8798,-12.1875,106.9375,214.75,-0.2993164,-0.7978516,-0.1923828,0.1552734,0.4960938,-0.2348633
