Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1907,59.75,25.0625,-14.5625,-0.6425781,-0.1621094,0.7719727,0.246582,0.3266602,-0.4794922
1910,51.25,29.25,-19.6875,-0.6425781,-0.1660156,0.8564453,0.246582,0.3076172,-0.4848633
1913,35.3125,37.25,-29.875,-0.6503906,-0.04101563,0.8720703,0.246582,0.3076172,-0.4848633
1916,23,42.75,-44.9375,-0.6933594,-0.001953125,0.7412109,0.246582,0.3076172,-0.4848633
1919,13.8125,45.625,-59.6875,-0.6933594,0.01318359,0.8144531,0.246582,0.3046875,-0.4848633
1922,6,49.5625,-72.125,-0.7207031,0.01708984,0.7568359,0.246582,0.3046875,-0.4848633
1925,-5.875,53.0625,-84.875,-0.6933594,0.001464844,0.7758789,0.2524414,0.3017578,-0.4936523
1928,-16.125,53.375,-91.8125,-0.7246094,-0.04492188,0.6992188,0.2578125,0.3017578,-0.4794922
1931,-22.125,46,-89.0625,-0.7167969,-0.1972656,0.6298828,0.2578125,0.3017578,-0.4794922
1934,-24.3125,31.5625,-78.1875,-0.7011719,-0.3374023,0.6181641,0.2636719,0.3046875,-0.4907227
1937,-14.0625,17.8125,-61.875,-0.6972656,-0.4038086,0.6069336,0.2636719,0.3046875,-0.4907227
1940,-11.5,2.75,-47.6875,-0.6660156,-0.3295898,0.6337891,0.2578125,0.3212891,-0.4765625
1943,-7.125,-3.5625,-41,-0.7089844,-0.2514648,0.7529297,0.2578125,0.3212891,-0.4765625
1946,6.625,3.875,-35.9375,-0.6660156,-0.2207031,0.8491211,0.2578125,0.3212891,-0.4765625
1949,11.625,10.9375,-35.8125,-0.6855469,-0.2402344,0.7949219,0.2495117,0.3266602,-0.487793
1952,8.5,13.5625,-33.25,-0.6855469,-0.2207031,0.7915039,0.2495117,0.3266602,-0.487793
1955,-0.5625,9.3125,-45.8125,-0.7089844,-0.1191406,0.8183594,0.2607422,0.3076172,-0.487793
1958,-8.1875,14.875,-52.5625,-0.6816406,-0.1464844,0.8144531,0.2607422,0.3076172,-0.487793
1961,-13.375,26.9375,-58.3125,-0.6347656,-0.1738281,0.7568359,0.2607422,0.3266602,-0.4794922
1964,-19.6875,35.9375,-62.375,-0.6855469,-0.2441406,0.7915039,0.2553711,0.3183594,-0.496582
1967,-2.625,46.8125,-62.0625,-0.7167969,-0.1777344,0.6376953,0.2553711,0.3183594,-0.496582
1970,-8.3125,18.8125,-75.1875,-0.4711914,-0.1074219,0.2490234,0.2578125,0.3183594,-0.4824219
1973,-75.8125,12.5,-96.125,-0.6464844,-0.6025391,1.156738,0.2578125,0.3183594,-0.4824219
1976,28.6875,69.8125,-56.4375,-1.141602,0.3447266,0.956543,0.2578125,0.3183594,-0.4824219
1979,51.1875,68.5,-77.0625,-0.4750977,0.2587891,0.7299805,0.2636719,0.3354492,-0.4794922
1982,40,57.6875,-98.6875,-0.6777344,-0.5366211,0.6567383,0.2636719,0.3354492,-0.4794922
1985,17.6875,42.0625,-65.9375,-0.7519531,-0.5405273,0.5761719,0.2636719,0.3378906,-0.4707031
1988,11.75,25,-44.875,-0.6621094,-0.4233398,0.652832,0.2636719,0.3378906,-0.4707031
1991,7.875,24.5625,-41.1875,-0.7167969,-0.3608398,0.8222656,0.277832,0.3378906,-0.4794922
1994,3.9375,29.125,-40.8125,-0.6972656,-0.2983398,0.7875977,0.277832,0.3378906,-0.4794922
1997,-4.9375,27.6875,-43.5625,-0.7011719,-0.3217773,0.7299805,0.2666016,0.3354492,-0.4824219
2000,-8.5625,28.9375,-42.6875,-0.7167969,-0.2866211,0.7490234,0.2836914,0.3266602,-0.4824219
2003,-16.125,27.5,-41.375,-0.7558594,-0.2905273,0.6645508,0.2836914,0.3266602,-0.4824219
2006,-9.3125,30.4375,-40.5,-0.7558594,-0.3608398,0.6796875,0.2724609,0.3295898,-0.4765625
2009,-9.625,30.3125,-34.625,-0.7558594,-0.3569336,0.6450195,0.2724609,0.3295898,-0.4765625
2012,-15.6875,42.875,-33.5625,-0.8295898,-0.3374023,0.8950195,0.2749023,0.3354492,-0.4765625
2015,-18.375,68.25,-34.25,-0.6503906,-0.2905273,0.8564453,0.2695313,0.3354492,-0.4677734
2018,3.5,79.5,-34.6875,-0.7050781,-0.2749023,0.7568359,0.2695313,0.3354492,-0.4677734
2021,1.1875,102.3125,-28.6875,-0.7167969,-0.3178711,0.6992188,0.3037109,0.3354492,-0.4794922
2024,1.875,110.6875,-25.25,-0.6660156,-0.3374023,0.5722656,0.3037109,0.3354492,-0.4794922
2027,1.75,107.0625,-30.75,-0.6777344,-0.5131836,0.4990234,0.2949219,0.3408203,-0.4707031
2030,-0.3125,103.125,-30.375,-0.7128906,-0.2983398,0.5068359,0.2949219,0.3408203,-0.4707031
2033,-9,94.625,-42,-0.6660156,-0.4116211,0.4682617,0.3149414,0.3408203,-0.4707031
2036,-28.0625,76.6875,-38.75,-0.6855469,-0.4389648,0.4912109,0.3120117,0.3461914,-0.456543
2039,-37.6875,66.125,-37.125,-0.6464844,-0.4506836,0.6489258,0.3120117,0.3461914,-0.456543
2042,-36.9375,67.8125,-37.25,-0.6425781,-0.4038086,0.7104492,0.3095703,0.3461914,-0.4624023
2045,-26.3125,68.8125,-37.6875,-0.6503906,-0.3920898,0.5527344,0.3095703,0.3461914,-0.4624023
2048,-31.5,68.8125,-43.5,-0.7167969,-0.3881836,0.4335938,0.3320313,0.3544922,-0.456543
2051,-93.625,65.6875,-48.625,-0.6855469,-0.5561523,0.5068359,0.3349609,0.3520508,-0.4511719
2054,-86.875,60.9375,-65.125,-0.5097656,-0.3608398,0.4682617,0.3349609,0.3520508,-0.4511719
2057,-85.25,65.625,-85.5,-0.4282227,-0.4350586,0.6142578,0.3466797,0.3686523,-0.4365234
2060,-81.125,151.375,-102.0625,-0.4360352,-0.4975586,0.456543,0.3466797,0.3686523,-0.4365234
2063,-89.625,183.1875,-112.8125,-0.3188477,-0.5249023,0.4492188,0.3491211,0.3823242,-0.4423828
2066,-83.5625,229.625,-152.375,-0.4868164,-0.5639648,0.3491211,0.3491211,0.3823242,-0.4423828
2069,-112.9375,236.625,-189.9375,-0.6503906,-0.6767578,0.3452148,0.3608398,0.4072266,-0.4082031
2072,-121.9375,208.25,-217.5625,-0.6933594,-0.7431641,0.05664063,0.375,0.4213867,-0.3999023
2075,-109.625,152,-228.25,-0.6777344,-0.6142578,0.006835938,0.375,0.4213867,-0.3999023
2078,-102.625,126.4375,-237.0625,-0.7285156,-0.4702148,-0.004394531,0.3779297,0.4296875,-0.3828125
2081,-142.9375,114.3125,-231.8125,-0.9624023,-0.5405273,-0.07714844,0.3779297,0.4296875,-0.3828125
2084,-167.4375,93.5,-208.9375,-0.9819336,-0.5986328,-0.03857422,0.3833008,0.4575195,-0.3857422
2087,-164.0625,66.9375,-184.3125,-0.9663086,-0.6806641,0.1567383,0.3691406,0.4794922,-0.362793
2090,-135.125,51.125,-159.625,-0.9194336,-0.8056641,0.3569336,0.3691406,0.4794922,-0.362793
2093,-91.4375,50.3125,-129,-1.044434,-0.9150391,0.4912109,0.3662109,0.4960938,-0.3486328
2096,-35.5,63.0625,-85.875,-1.052246,-0.8603516,0.6181641,0.3662109,0.4960938,-0.3486328
2099,29.125,75.0625,-46.5,-1.083008,-0.7666016,0.6220703,0.3579102,0.5073242,-0.3398438
2102,79.625,82.3125,-27.4375,-1.063965,-0.6572266,0.5107422,0.3579102,0.5073242,-0.3427734
2105,86.5625,97.875,-24.375,-1.044434,-0.5522461,0.3681641,0.3579102,0.5073242,-0.3427734
2108,73.5,118,-26.625,-0.9741211,-0.5639648,0.3105469,0.3637695,0.5073242,-0.3486328
2111,54.4375,138.5,-34.0625,-0.8842773,-0.5327148,0.2607422,0.3637695,0.5073242,-0.3486328
2114,45.625,143.625,-42.0625,-0.8295898,-0.5522461,0.1376953,0.375,0.4960938,-0.3457031
2117,45.9375,133.375,-45.875,-0.8295898,-0.5678711,0.08007813,0.375,0.4960938,-0.3457031
2120,40.5625,122.75,-45.75,-0.8959961,-0.5869141,0.1069336,0.3862305,0.4990234,-0.3427734
2123,43.5625,115.0625,-41.625,-0.8334961,-0.5908203,0.1953125,0.3779297,0.4990234,-0.3232422
2126,49.4375,98,-39.375,-0.7792969,-0.6142578,0.1181641,0.3779297,0.4990234,-0.3232422
2129,54.125,79.875,-34.9375,-0.7597656,-0.6142578,0.1416016,0.3891602,0.4907227,-0.3398438
2132,51.5,75.3125,-29.625,-0.7285156,-0.6259766,0.2070313,0.3891602,0.4907227,-0.3398438
2135,44,79.6875,-22.5625,-0.7597656,-0.6650391,0.1953125,0.3950195,0.4931641,-0.331543
2138,37.6875,87.875,-16.625,-0.7480469,-0.6845703,0.2529297,0.40625,0.4848633,-0.3344727
2141,36.375,110,-11.8125,-0.7866211,-0.7275391,0.2954102,0.40625,0.4848633,-0.3344727
2144,42.0625,135.625,-10.8125,-0.7441406,-0.6923828,0.2070313,0.3950195,0.4824219,-0.331543
2147,39.5625,149.5,-18.0625,-0.8452148,-0.7353516,0.08398438,0.3950195,0.4824219,-0.331543
2150,31.1875,156.125,-28.5,-0.8842773,-0.6767578,0.1108398,0.4204102,0.4824219,-0.3203125
2153,43.1875,163.8125,-37.625,-0.8139648,-0.6025391,0.1796875,0.4204102,0.4824219,-0.3203125
2156,45.5625,179.875,-45.875,-0.7636719,-0.6728516,0.08007813,0.4233398,0.487793,-0.3203125
2159,47.5625,186.9375,-46,-0.8334961,-0.7587891,-0.02734375,0.4404297,0.4907227,-0.3203125
2162,48.75,180.0625,-38.4375,-0.7402344,-0.7548828,-0.1040039,0.4404297,0.4907227,-0.3203125
2165,49.875,164.1875,-30.25,-0.6230469,-0.7783203,-0.07714844,0.4404297,0.4907227,-0.3203125
2168,51.3125,145.25,-23.9375,-0.5136719,-0.7158203,-0.03515625,0.4404297,0.4907227,-0.3203125
2171,48.9375,116.4375,-29.6875,-0.3110352,-0.5522461,-0.2041016,0.4462891,0.4848633,-0.2944336
2174,33.75,73.3125,-33.6875,-0.4399414,-0.7470703,0.07617188,0.4550781,0.4848633,-0.2915039
2177,25.3125,72.375,-24.3125,-0.5332031,-0.6611328,0.1796875,0.4550781,0.4848633,-0.2915039
2180,32.0625,64.8125,-25.4375,-0.6152344,-0.6689453,0.09130859,0.4492188,0.4711914,-0.3061523
2183,39.875,51.1875,-29,-0.6816406,-0.7001953,0.06054688,0.4492188,0.4711914,-0.3061523
2186,38.8125,29.875,-26.25,-0.7207031,-0.7119141,0.03369141,0.4550781,0.4848633,-0.2973633
2189,48.4375,19.75,-34,-0.8022461,-0.7470703,-0.015625,0.4550781,0.4848633,-0.2973633
2192,40.375,7.4375,-37.9375,-0.7480469,-0.6962891,0.01855469,0.4604492,0.4741211,-0.2973633
2195,49.125,8.5,-46.875,-0.7636719,-0.7548828,-0.04638672,0.4604492,0.4741211,-0.2973633
2198,24.5,-0.5625,-33.375,-0.7753906,-0.7470703,-0.0234375,0.4604492,0.4741211,-0.2973633
2201,7.3125,-0.625,-31.0625,-0.7207031,-0.7509766,0.03369141,0.4575195,0.4824219,-0.2944336
2204,9.5,0.9375,-30.4375,-0.6738281,-0.7978516,0.1914063,0.4575195,0.4824219,-0.2944336
2207,25.875,10.4375,-27.875,-0.6972656,-0.8134766,0.06054688,0.4492188,0.4848633,-0.3115234
2210,28.375,11.75,-28.5625,-0.7128906,-0.7548828,0.006835938,0.4521484,0.4765625,-0.3061523
2213,32.125,13.125,-27.875,-0.7324219,-0.7236328,0.02246094,0.4521484,0.4765625,-0.3061523
2216,45.3125,19.5,-29.5,-0.6855469,-0.7314453,0.04931641,0.4492188,0.4794922,-0.300293
2219,54.0625,22.6875,-39.5625,-0.7207031,-0.6376953,0.05322266,0.4492188,0.4794922,-0.300293
2222,55.375,27.875,-60,-0.7519531,-0.7158203,0.04541016,0.4462891,0.4711914,-0.3032227
2225,43.25,21.0625,-63.0625,-0.6191406,-0.7587891,0.1108398,0.4462891,0.4711914,-0.3032227
2228,46.125,19.0625,-72.5625,-0.5957031,-0.8525391,0.1416016,0.4462891,0.4711914,-0.3032227
2231,43.8125,32.5625,-76.75,-0.6152344,-0.8603516,0.1489258,0.4404297,0.4765625,-0.3085938
2234,45.0625,44.6875,-79.25,-0.7011719,-0.8486328,0.09912109,0.4404297,0.4765625,-0.3085938
2237,43.4375,45.8125,-78.375,-0.7050781,-0.8212891,0.01855469,0.4433594,0.4824219,-0.3061523
2240,43.8125,44.875,-81.8125,-0.6738281,-0.7705078,0.1069336,0.4433594,0.4824219,-0.3061523
2243,47.8125,47.5,-91.25,-0.6894531,-0.7861328,0.1416016,0.4433594,0.4824219,-0.3115234
2246,50.5625,44.5,-94.875,-0.6503906,-0.8251953,0.1376953,0.4233398,0.4907227,-0.3085938
2249,60.25,37.625,-98,-0.5957031,-0.8251953,0.152832,0.4233398,0.4907227,-0.3085938
2252,73.625,33.5,-100.0625,-0.5488281,-0.8134766,0.1220703,0.4233398,0.4848633,-0.3144531
2255,87.5,32.6875,-99.875,-0.5566406,-0.8369141,0.1220703,0.4233398,0.4848633,-0.3144531
2258,104.75,35.125,-97.6875,-0.4985352,-0.7978516,0.07617188,0.4233398,0.4848633,-0.3144531
2261,123.75,36.3125,-94.4375,-0.4672852,-0.8369141,0.08398438,0.4204102,0.4931641,-0.3144531
2264,125.875,41,-84.0625,-0.4399414,-0.8212891,0.1567383,0.4204102,0.4931641,-0.3144531
2267,129.1875,51.4375,-76.6875,-0.3735352,-0.8095703,0.1796875,0.4233398,0.487793,-0.3344727
2270,121.625,57.375,-71.5,-0.4008789,-0.7939453,0.2260742,0.4233398,0.487793,-0.3344727
2273,112.625,68.9375,-66,-0.4047852,-0.8173828,0.2758789,0.4121094,0.4794922,-0.3286133
2276,102.5625,86.3125,-61.0625,-0.4750977,-0.8681641,0.2915039,0.4121094,0.4794922,-0.3286133
2279,86.3125,96.3125,-62.4375,-0.5097656,-0.8603516,0.2797852,0.4091797,0.4628906,-0.3427734
2282,72.75,86.25,-72.1875,-0.4868164,-0.8525391,0.222168,0.4321289,0.4682617,-0.3427734
2285,67.0625,70.375,-85.375,-0.4790039,-0.8603516,0.3413086,0.4321289,0.4682617,-0.3427734
2288,62.6875,70.75,-92.25,-0.4438477,-0.8955078,0.4296875,0.4204102,0.4765625,-0.3427734
2291,57.25,82.75,-88.875,-0.3969727,-0.9379883,0.4799805,0.4204102,0.4765625,-0.3427734
2294,49.375,92.6875,-82.1875,-0.3344727,-0.9150391,0.4643555,0.4233398,0.4711914,-0.3427734
2297,37.9375,90.625,-80.25,-0.3110352,-0.8369141,0.3491211,0.4204102,0.4741211,-0.3374023
2300,28.375,78.125,-83.75,-0.2758789,-0.8759766,0.3374023,0.4204102,0.4741211,-0.3374023
2303,22.875,70.5,-81.3125,-0.2954102,-0.9111328,0.3720703,0.4233398,0.4682617,-0.3398438
2306,22.1875,73.625,-73.9375,-0.2138672,-0.8642578,0.4414063,0.4233398,0.4682617,-0.3398438
2309,24.625,78,-74.0625,-0.1474609,-0.8642578,0.2797852,0.4150391,0.4824219,-0.3374023
2312,15.8125,68.75,-64.3125,-0.2485352,-0.8095703,0.2299805,0.4150391,0.4824219,-0.3374023
2315,21.0625,58.5,-57.375,-0.3500977,-0.6025391,0.05664063,0.4091797,0.4741211,-0.3374023
2318,20.6875,49,-57.625,-0.3305664,-0.8486328,0.1220703,0.4204102,0.4682617,-0.3232422
2321,19.125,42.8125,-58.3125,-0.3852539,-0.8525391,0.1645508,0.4204102,0.4682617,-0.3232422
2324,22.0625,41.75,-59.75,-0.4438477,-0.8720703,0.1875,0.4150391,0.4794922,-0.3374023
2327,28.625,46.375,-57.25,-0.4008789,-0.918457,0.2758789,0.4150391,0.4794922,-0.3374023
2330,30.875,57.125,-51.9375,-0.3266602,-0.9262695,0.3950195,0.4204102,0.4824219,-0.331543
2333,25.875,56.0625,-46.1875,-0.1474609,-0.8603516,0.4873047,0.4179688,0.4741211,-0.331543
2336,10.125,44.25,-46.75,-0.1669922,-0.8486328,0.5219727,0.4179688,0.4741211,-0.331543
2339,-7,35.5,-44.125,-0.2172852,-0.8876953,0.5644531,0.4204102,0.4907227,-0.3256836
2342,-12.25,35.1875,-35.1875,-0.2329102,-0.8876953,0.5107422,0.4204102,0.4907227,-0.3256836
2345,-10.125,34.125,-26.6875,-0.2329102,-0.8955078,0.3413086,0.4179688,0.487793,-0.3173828
2348,-8.75,24.0625,-24.875,-0.1904297,-0.8994141,0.2685547,0.4179688,0.487793,-0.3173828
2351,-3.3125,20.125,-21.5625,-0.1943359,-0.8720703,0.2915039,0.4179688,0.4907227,-0.3173828
2354,1.0625,19.4375,-19.625,-0.2524414,-0.8837891,0.1875,0.4150391,0.4990234,-0.3144531
2357,4.125,16.4375,-20.5625,-0.3422852,-0.9379883,0.1914063,0.4150391,0.4990234,-0.3144531
2360,3.25,17.625,-22.4375,-0.3969727,-0.9692383,0.2260742,0.40625,0.4931641,-0.3173828
2363,5.75,19.375,-23.5,-0.4204102,-0.9731445,0.1914063,0.40625,0.4931641,-0.3173828
2366,1.125,20.625,-26.375,-0.3813477,-0.9848633,0.2104492,0.4204102,0.4931641,-0.3085938
2369,-1.8125,25,-25.8125,-0.3422852,-0.9887695,0.2607422,0.4150391,0.487793,-0.3085938
2372,-6.8125,34.5625,-21.875,-0.2875977,-0.9458008,0.2607422,0.4150391,0.487793,-0.3085938
2375,-8.1875,40,-14.5625,-0.2719727,-0.8916016,0.203125,0.4233398,0.4907227,-0.3203125
2378,-7.25,39.9375,-16.25,-0.2836914,-0.9111328,0.1723633,0.4233398,0.4907227,-0.3203125
2381,-8.1875,31.0625,-20.375,-0.2836914,-0.8369141,0.1298828,0.4179688,0.4931641,-0.3203125
2384,-11.5,19.375,-23,-0.2954102,-0.8955078,0.1645508,0.4121094,0.4960938,-0.3085938
2387,-6.5625,15.8125,-19.625,-0.2915039,-0.9072266,0.2915039,0.4121094,0.4960938,-0.3085938
2390,-2.625,16.4375,-15.25,-0.2954102,-0.8994141,0.2993164,0.4233398,0.5073242,-0.3115234
2393,0.75,15.0625,-10.0625,-0.3461914,-0.8876953,0.3261719,0.4233398,0.5073242,-0.3115234
2396,3.125,12.9375,-9.4375,-0.2641602,-0.9111328,0.3105469,0.4321289,0.4960938,-0.3085938
2399,-3.125,5.5,-18.5625,-0.2875977,-0.8994141,0.3027344,0.4321289,0.4960938,-0.3085938
2402,-4.75,4.0625,-20.8125,-0.3071289,-0.8837891,0.2875977,0.4179688,0.4990234,-0.3032227
2405,0.625,6.375,-17,-0.3344727,-0.9614258,0.3027344,0.4233398,0.5073242,-0.3032227
2408,2.9375,7.1875,-14.4375,-0.2836914,-0.8876953,0.2719727,0.4233398,0.5073242,-0.3032227
2411,3.3125,6.875,-19.0625,-0.2060547,-0.9033203,0.2104492,0.4150391,0.4960938,-0.2944336
2414,2.125,3.5,-22.5,-0.2836914,-0.9150391,0.1108398,0.4150391,0.4960938,-0.2944336
2417,5.0625,7.375,-16.625,-0.2250977,-0.8916016,0.1147461,0.4121094,0.5073242,-0.3115234
2420,6.3125,13.875,-7.375,-0.2563477,-0.8916016,0.1645508,0.4121094,0.5073242,-0.3032227
2423,1.875,16.375,-6.75,-0.2485352,-0.9111328,0.203125,0.4121094,0.5073242,-0.3032227
2426,-3.8125,17.8125,-5.8125,-0.2524414,-0.9458008,0.222168,0.4150391,0.5097656,-0.3061523
2429,-10.4375,18.1875,-5.0625,-0.2758789,-0.934082,0.2070313,0.4150391,0.5097656,-0.3061523
2432,-12.5625,14.4375,-5.25,-0.2021484,-0.918457,0.1567383,0.4204102,0.5097656,-0.2973633
2435,-14.625,5.625,-15.0625,-0.2485352,-0.8642578,0.1953125,0.4204102,0.5097656,-0.2973633
2438,-9.875,9.75,-13.125,-0.3305664,-0.9692383,0.237793,0.4121094,0.5126953,-0.3032227
2441,-3.875,9.9375,-9.9375,-0.3618164,-0.9731445,0.222168,0.4091797,0.5073242,-0.2915039
2444,0.0625,3.5,-14.0625,-0.3227539,-0.949707,0.1567383,0.4091797,0.5073242,-0.2915039
2447,1.8125,-0.625,-14.875,-0.3188477,-0.9536133,0.237793,0.4091797,0.5073242,-0.2915039
2450,-2.375,-6.25,-19.8125,-0.2368164,-0.9150391,0.2070313,0.4091797,0.5073242,-0.2915039
2453,-5.875,-6.125,-21.25,-0.2875977,-0.965332,0.2607422,0.4091797,0.5073242,-0.2973633
2456,-5.6875,-3.1875,-17.3125,-0.3266602,-0.980957,0.3261719,0.4204102,0.5097656,-0.300293
2459,-8.3125,0.6875,-15,-0.2407227,-0.8994141,0.237793,0.4204102,0.5097656,-0.300293
2462,-10.4375,1.75,-15.375,-0.2446289,-0.8798828,0.2070313,0.4091797,0.5185547,-0.2973633
2465,-13.375,0,-18,-0.2368164,-0.8876953,0.2104492,0.4091797,0.5185547,-0.2973633
2468,-11.4375,-0.875,-18.25,-0.2993164,-0.9150391,0.2299805,0.4121094,0.5014648,-0.300293
2471,-8.6875,3.5,-16.25,-0.2524414,-0.9262695,0.1723633,0.4121094,0.5014648,-0.300293
2474,-9,4.125,-18.8125,-0.2368164,-0.9301758,0.1762695,0.4121094,0.5209961,-0.2973633
2477,-8.0625,3.625,-18.875,-0.3188477,-0.9614258,0.1914063,0.4121094,0.5209961,-0.2973633
2480,-10,3.9375,-14.625,-0.3500977,-0.9692383,0.2568359,0.4121094,0.5209961,-0.2973633
2483,1.375,8.625,-11.9375,-0.2563477,-0.9731445,0.2070313,0.4033203,0.515625,-0.2890625
2486,-0.5,4.3125,-25.25,-0.1787109,-0.8876953,0.1723633,0.4033203,0.515625,-0.2890625
2489,3.1875,5.4375,-26.4375,-0.2758789,-0.9536133,0.203125,0.4091797,0.5209961,-0.2973633
2492,2.8125,8.5,-27.6875,-0.2250977,-0.918457,0.168457,0.40625,0.515625,-0.2944336
2495,3.9375,9.25,-32,-0.2368164,-0.9379883,0.2070313,0.40625,0.515625,-0.2944336
2498,-1.625,7.5625,-27.5625,-0.2641602,-0.934082,0.168457,0.40625,0.5292969,-0.2944336
2501,-6.5,4.6875,-20.9375,-0.2641602,-0.8759766,0.1030273,0.40625,0.5292969,-0.2944336
2504,-12,-3.6875,-13.8125,-0.2524414,-0.8642578,0.222168,0.40625,0.5209961,-0.2890625
2507,-2.875,-10.9375,-32.25,-0.2368164,-0.8759766,0.203125,0.40625,0.5209961,-0.2890625
2510,1.6875,-17.8125,-42,-0.3305664,-0.8369141,0.1489258,0.40625,0.5209961,-0.2890625
2513,1.6875,-21.375,-45.1875,-0.1826172,-0.9262695,0.2412109,0.3950195,0.5292969,-0.2915039
2516,0.6875,-27,-51.5625,-0.1826172,-0.918457,0.3105469,0.3950195,0.5292969,-0.2915039
2519,5,-20.25,-49.0625,-0.2138672,-0.9575195,0.237793,0.3862305,0.5239258,-0.2915039
2522,5.4375,-25.25,-63.25,-0.07714844,-0.8876953,0.152832,0.3862305,0.5239258,-0.2915039
2525,13.0625,-29.625,-73.0625,-0.1474609,-0.9111328,0.2836914,0.3833008,0.5239258,-0.2915039
2528,15.875,-16.625,-61.75,-0.1748047,-1.039551,0.3300781,0.375,0.5375977,-0.2944336
2531,14.25,-5.375,-56.75,-0.1435547,-0.9770508,0.2529297,0.375,0.5375977,-0.2944336
2534,13.6875,-5,-58.25,-0.1513672,-0.9614258,0.2260742,0.3662109,0.5322266,-0.3061523
2537,13.0625,-2.1875,-55.5,-0.1513672,-0.980957,0.2490234,0.3662109,0.5322266,-0.3061523
2540,12.9375,4.9375,-51.4375,-0.1044922,-0.9614258,0.2299805,0.3662109,0.5322266,-0.3061523
2543,13.4375,8.5625,-54.625,-0.09667969,-0.9072266,0.2875977,0.3549805,0.5458984,-0.300293
2546,15.6875,12.5625,-53,-0.1513672,-0.9770508,0.2182617,0.3549805,0.5458984,-0.300293
2549,16.875,17.9375,-44.8125,-0.04980469,-0.9614258,0.2915039,0.3520508,0.5517578,-0.300293
2552,15.9375,24.125,-42.4375,-0.1123047,-0.949707,0.2182617,0.3520508,0.5517578,-0.300293
2555,20.5,27.1875,-34,-0.1435547,-0.9770508,0.2260742,0.3637695,0.5322266,-0.3085938
2558,15.4375,27.625,-26.75,-0.08886719,-0.9692383,0.1992188,0.3637695,0.5322266,-0.3085938
2561,14.875,23.0625,-24.5,-0.08496094,-0.8876953,0.2260742,0.3520508,0.543457,-0.3061523
2564,1.5625,9.0625,-23.75,-0.1826172,-0.9731445,0.3066406,0.3491211,0.5375977,-0.2915039
2567,7.4375,13.25,-19.125,-0.1279297,-0.9575195,0.3452148,0.3491211,0.5375977,-0.2915039
2570,8.25,18,-9.1875,-0.1552734,-0.996582,0.2915039,0.3491211,0.5375977,-0.2915039
2573,4.3125,10.0625,-8.6875,-0.08496094,-0.8837891,0.152832,0.3491211,0.5375977,-0.2915039
2576,4.125,-2.5625,-23.8125,-0.08496094,-0.9418945,0.1953125,0.3491211,0.5405273,-0.3032227
2579,5.375,-10.6875,-24.125,-0.1396484,-1.062988,0.2797852,0.3520508,0.543457,-0.300293
2582,5.125,-1.9375,-6.8125,-0.08105469,-1.000488,0.2529297,0.3520508,0.543457,-0.300293
2585,-0.4375,-1.5625,-3.375,-0.06933594,-0.965332,0.1875,0.3491211,0.5517578,-0.2944336
2588,-4.1875,-7.8125,-0.625,-0.07714844,-0.9731445,0.2104492,0.3491211,0.5517578,-0.2944336
2591,-8.375,-9.25,2.1875,-0.08496094,-0.9418945,0.1416016,0.3491211,0.5405273,-0.2973633
2594,-11.6875,-12.5625,4.1875,-0.09667969,-0.9033203,0.1762695,0.3491211,0.5405273,-0.2973633
2597,-14.5625,-12.9375,6,-0.09667969,-0.9072266,0.2182617,0.3491211,0.543457,-0.3061523
2600,-16.25,-12.875,5.8125,-0.1083984,-0.8720703,0.237793,0.3491211,0.5375977,-0.2973633
2603,-18.5,-13.375,7.25,-0.06542969,-0.9150391,0.1762695,0.3491211,0.5375977,-0.2973633
2606,-18.5625,-12.125,7.625,-0.1201172,-0.8837891,0.203125,0.3320313,0.5488281,-0.3085938
2609,-18.875,-10.8125,7.375,-0.1123047,-0.9111328,0.2182617,0.3320313,0.5488281,-0.3085938
2612,-19.625,-11,6.625,-0.1279297,-0.8876953,0.222168,0.3320313,0.5488281,-0.3085938
2615,-21,-9.8125,6.875,-0.1162109,-0.9458008,0.237793,0.3466797,0.5405273,-0.2944336
2618,-22.6875,-8.5625,7.625,-0.1083984,-0.9033203,0.2070313,0.3466797,0.5405273,-0.2944336
2621,-22.625,-9.3125,6.1875,-0.1083984,-0.9458008,0.1953125,0.3466797,0.5541992,-0.300293
2624,-23.375,-9.6875,5,-0.07324219,-0.918457,0.1723633,0.3466797,0.5541992,-0.300293
2627,-26.0625,-11.125,6.25,-0.04199219,-0.9614258,0.152832,0.3466797,0.5600586,-0.3032227
2630,-29,-10.1875,7.6875,-0.04199219,-0.9926758,0.1914063,0.3466797,0.5600586,-0.3032227
2633,-30.5625,-5.375,10.3125,-0.05761719,-0.9848633,0.203125,0.3520508,0.543457,-0.300293
2636,-31.3125,-5,11.375,-0.05761719,-0.9458008,0.1835938,0.3491211,0.5517578,-0.300293
2639,-29.6875,-6.25,9.75,-0.08496094,-0.9848633,0.1723633,0.3491211,0.5517578,-0.300293
2642,-27.5625,-6.75,7.8125,-0.1005859,-0.965332,0.1796875,0.3466797,0.5571289,-0.2832031
2645,-38.75,-19.6875,4.8125,-0.1435547,-0.9379883,0.2954102,0.3466797,0.5571289,-0.2832031
